application_id,customer_id,app_date,amount_requested,loan_purpose,loan_term_months,approved
1006,4252,2022-01-21,43500,Vacation,60,1
1007,278,2021-05-13,15300,Car Purchase,24,1
1008,2840,2022-08-01,27300,Wedding,48,1
1009,1114,2022-10-12,44600,Moving,60,0
1010,693,2023-10-03,19300,Debt consolidation,36,1
1011,922,2022-09-18,132000,Medical,60,0
1012,2717,2019-11-05,20300,Car Purchase,24,1
1013,1120,2019-12-14,4900,Debt consolidation,12,1
1014,1325,2023-05-27,2900,Business,12,1
1015,567,2019-03-18,1800,Debt consolidation,12,1
1016,627,2019-09-19,41500,Wedding,48,1
1017,2888,2023-01-10,5700,Business,24,1
1018,1227,2023-08-11,9800,Car Purchase,36,1
1019,925,2020-03-24,2700,Business,12,1
1020,381,2018-07-19,6600,Home improvement,36,1
1021,3215,2018-09-01,22600,Business,48,1
1022,1121,2022-06-24,12400,Debt consolidation,48,1
1023,2880,2022-05-22,9700,Business,48,1
1024,1922,2020-11-25,24300,Business,24,1
1025,1930,2020-09-04,80900,Wedding,60,1
1026,2979,2023-02-22,18500,Wedding,24,0
1027,743,2020-01-09,3600,Business,24,1
1028,3560,2019-05-15,1400,Car Purchase,12,1
1029,1249,2020-09-06,4100,Debt consolidation,24,1
1030,1332,2023-04-16,5900,Car Purchase,36,1
1031,612,2017-12-24,29300,Debt consolidation,60,1
1032,4821,2020-06-07,24600,Education,24,1
1033,4242,2022-01-03,1500,Vacation,12,1
1034,1918,2023-04-10,30000,Debt consolidation,60,0
1035,346,2021-04-01,5800,Medical,48,1
1036,3822,2020-07-09,30600,Home improvement,48,1
1037,1298,2019-05-13,4000,Education,24,1
1038,1112,2023-06-20,24000,Wedding,24,0
1039,3591,2019-02-10,22000,Debt consolidation,48,0
1040,1258,2023-01-09,18000,Debt consolidation,36,1
1041,4096,2018-01-20,4200,Medical,24,0
1042,1109,2019-06-22,11000,Debt consolidation,48,1
1043,1035,2022-01-30,17200,Wedding,48,1
1044,2844,2022-08-05,46500,Vacation,48,1
1045,4460,2019-10-11,16700,Debt consolidation,48,1
1046,129,2021-06-17,4100,Medical,12,1
1047,328,2022-03-30,90100,Vacation,60,1
1048,3377,2022-11-26,9800,Vacation,48,1
1049,3529,2023-02-26,24800,Education,24,1
1050,1353,2023-03-09,40100,Wedding,48,0
1051,1378,2021-09-22,7400,Education,48,1
1052,1426,2020-06-15,226700,Debt consolidation,72,0
1053,1580,2020-07-26,10200,Home improvement,24,1
1054,3688,2018-07-01,17700,Vacation,36,1
1055,482,2023-02-09,79600,Debt consolidation,60,0
1056,2174,2021-09-24,8400,Debt consolidation,24,1
1057,626,2023-09-11,7500,Debt consolidation,48,1
1058,91,2019-09-02,3000,Vacation,12,1
1059,3347,2020-05-08,23000,Debt consolidation,36,1
1060,1170,2018-03-02,1500,Debt consolidation,12,1
1061,4315,2018-12-03,5700,Debt consolidation,24,1
1062,4054,2020-11-20,29800,Debt consolidation,60,0
1063,2626,2023-06-04,9400,Debt consolidation,36,1
1064,1015,2018-03-18,33600,Wedding,60,1
1065,1829,2022-05-09,24600,Debt consolidation,36,1
1066,1583,2019-07-26,2900,Education,24,0
1067,4207,2018-04-14,29500,Wedding,48,0
1068,2261,2022-12-06,3200,Home improvement,24,1
1069,2584,2023-06-08,29900,Education,48,1
1070,1825,2021-09-30,20100,Wedding,48,1
1071,298,2018-05-09,70100,Wedding,60,0
1072,1317,2022-01-08,7700,Medical,24,1
1073,1700,2019-06-03,2700,Medical,12,1
1074,2157,2018-08-05,93400,Medical,60,0
1075,1137,2022-05-08,45200,Debt consolidation,60,1
1076,1558,2020-03-08,11000,Wedding,24,1
1077,3114,2018-06-06,15100,Debt consolidation,48,1
1078,4468,2023-08-07,3900,Moving,24,1
1079,2590,2020-03-06,31500,Debt consolidation,48,1
1080,2256,2018-06-02,7600,Debt consolidation,48,1
1081,4091,2018-07-05,52500,Home improvement,48,1
1082,2542,2018-09-03,84700,Debt consolidation,48,0
1083,3331,2018-11-14,23700,Debt consolidation,48,1
1084,331,2019-07-25,18000,Medical,36,1
1085,3801,2019-07-19,27400,Car Purchase,48,0
1086,450,2019-07-23,9100,Car Purchase,24,1
1087,267,2023-10-25,1200,Business,24,1
1088,754,2020-08-25,4600,Car Purchase,24,1
1089,3170,2020-12-08,17600,Debt consolidation,36,1
1090,2341,2019-12-15,2100,Home improvement,24,1
1091,2474,2018-11-24,34400,Debt consolidation,48,1
1092,4097,2020-07-26,9800,Wedding,48,1
1093,700,2022-11-09,72100,Debt consolidation,60,1
1094,1401,2019-07-21,87900,Debt consolidation,60,0
1095,3203,2022-12-31,20600,Car Purchase,24,0
1096,393,2023-08-23,93000,Home improvement,48,0
1097,3035,2018-03-23,23700,Debt consolidation,36,1
1098,2340,2023-09-29,16700,Car Purchase,48,1
1099,3505,2018-08-31,25300,Business,60,1
1100,3894,2023-07-26,13900,Education,36,1
1101,1890,2019-10-23,69900,Wedding,60,0
1102,2017,2017-12-23,72800,Debt consolidation,60,0
1103,3248,2017-12-12,2900,Wedding,24,1
1104,3447,2022-06-13,45500,Home improvement,60,1
1105,4108,2021-03-30,33900,Education,60,1
1106,3138,2023-02-24,21700,Medical,36,1
1107,2813,2020-03-30,21900,Business,48,1
1108,2205,2019-02-26,15800,Vacation,36,1
1109,4744,2019-04-26,39600,Education,60,1
1110,178,2022-12-27,24100,Business,24,1
1111,2574,2019-09-08,45700,Home improvement,60,1
1112,1638,2018-05-04,9900,Debt consolidation,36,1
1113,841,2020-03-10,12900,Business,48,0
1114,2027,2020-11-14,46100,Moving,60,0
1115,3369,2019-03-30,16500,Moving,36,1
1116,4288,2020-06-09,43900,Home improvement,48,1
1117,4764,2018-05-13,4300,Car Purchase,12,1
1118,3604,2022-05-07,8800,Debt consolidation,48,1
1119,4124,2021-12-07,18400,Car Purchase,48,1
1120,373,2021-01-31,7500,Car Purchase,24,1
1121,2745,2019-03-11,11700,Wedding,48,1
1122,3217,2023-07-08,44000,Home improvement,48,1
1123,4835,2021-11-24,9500,Home improvement,24,1
1124,2390,2021-09-05,13200,Medical,48,1
1125,190,2021-06-04,27400,Home improvement,60,1
1126,3850,2022-02-09,1900,Home improvement,12,1
1127,1727,2020-04-08,74100,Education,48,1
1128,3143,2018-04-26,23300,Home improvement,36,0
1129,2193,2022-05-03,5800,Home improvement,36,1
1130,4607,2020-10-25,7800,Debt consolidation,24,1
1131,4615,2018-11-29,66100,Home improvement,48,1
1132,2939,2021-09-01,9300,Moving,24,1
1133,1312,2020-02-22,37500,Debt consolidation,60,1
1134,3524,2020-07-02,19500,Medical,24,1
1135,3330,2018-01-03,8200,Debt consolidation,24,1
1136,3535,2023-02-18,27200,Home improvement,60,1
1137,446,2018-10-29,3300,Moving,24,1
1138,469,2019-07-11,18100,Medical,48,1
1139,3997,2022-11-07,14200,Wedding,24,1
1140,1603,2022-10-19,22900,Business,24,0
1141,1766,2018-04-21,7000,Home improvement,48,1
1142,3959,2022-02-11,25800,Car Purchase,48,1
1143,401,2019-11-18,2900,Debt consolidation,12,1
1144,2141,2020-09-07,2900,Debt consolidation,24,1
1145,4985,2023-09-09,44700,Home improvement,60,1
1146,3609,2018-03-06,29600,Debt consolidation,60,1
1147,1658,2021-01-14,19800,Home improvement,48,1
1148,1492,2022-11-17,92800,Debt consolidation,48,1
1149,1265,2019-04-16,21500,Home improvement,36,1
1150,1894,2023-07-08,38200,Medical,48,1
1151,1053,2019-04-10,34300,Vacation,48,0
1152,496,2020-07-15,9000,Moving,36,0
1153,344,2021-06-29,97400,Business,60,1
1154,4276,2019-09-27,8500,Vacation,24,1
1155,3393,2023-01-26,49900,Education,48,1
1156,307,2021-06-27,21200,Wedding,48,1
1157,1273,2018-03-15,21500,Debt consolidation,48,0
1158,1464,2019-07-14,54400,Home improvement,48,0
1159,1414,2023-06-22,24500,Education,24,1
1160,3811,2018-06-25,15800,Debt consolidation,48,0
1161,775,2021-09-17,7400,Medical,48,1
1162,3694,2019-09-12,18100,Debt consolidation,36,1
1163,3825,2023-01-04,4400,Debt consolidation,24,1
1164,3167,2019-12-06,11800,Moving,48,1
1165,3949,2019-07-25,24100,Debt consolidation,36,1
1166,4606,2018-09-06,46000,Business,60,1
1167,4820,2017-12-27,18600,Home improvement,24,1
1168,2399,2019-11-27,35200,Moving,60,1
1169,3291,2023-05-21,76800,Wedding,60,1
1170,2730,2020-09-19,15000,Moving,36,1
1171,2853,2018-10-02,9500,Debt consolidation,24,1
1172,1601,2021-04-09,2400,Medical,12,1
1173,911,2020-10-29,2800,Wedding,12,1
1174,2550,2021-11-02,3100,Medical,12,1
1175,1572,2019-11-26,62200,Moving,48,0
1176,1359,2018-11-14,53000,Medical,60,0
1177,3157,2019-11-13,8500,Vacation,24,1
1178,2036,2022-12-19,25500,Debt consolidation,60,0
1179,191,2019-12-03,24300,Car Purchase,24,1
1180,3750,2021-09-09,24500,Medical,24,1
1181,198,2022-06-06,4300,Wedding,12,1
1182,4816,2020-08-14,4900,Home improvement,12,1
1183,4075,2021-10-27,6900,Debt consolidation,36,1
1184,4682,2021-09-24,13200,Home improvement,36,1
1185,1460,2018-07-01,404000,Home improvement,72,0
1186,1826,2022-06-03,25500,Moving,60,1
1187,520,2023-03-09,6800,Vacation,24,1
1188,4629,2018-09-17,16400,Education,24,0
1189,3182,2020-05-10,23300,Wedding,48,1
1190,3283,2023-08-21,10600,Wedding,48,1
1191,711,2019-10-25,20800,Debt consolidation,24,0
1192,1380,2022-03-20,6700,Debt consolidation,24,1
1193,2649,2022-11-18,22700,Business,24,1
1194,3022,2022-03-09,6100,Moving,24,1
1195,3416,2022-03-04,10100,Medical,24,0
1196,4478,2021-08-14,38900,Debt consolidation,60,1
1197,1367,2020-05-02,69600,Home improvement,48,0
1198,1544,2019-08-15,43200,Medical,48,1
1199,3815,2019-07-08,5100,Home improvement,24,1
1200,773,2018-03-25,23100,Business,24,1
1201,4709,2020-12-04,8800,Education,24,1
1202,279,2020-06-01,9700,Wedding,24,0
1203,4140,2021-02-19,24200,Medical,24,0
1204,1838,2018-09-07,14500,Medical,48,1
1205,2799,2021-02-20,48700,Education,48,0
1206,2293,2022-02-14,26000,Home improvement,48,1
1207,3267,2018-05-18,19900,Debt consolidation,48,0
1208,3325,2017-12-19,46100,Home improvement,60,0
1209,678,2022-09-08,43500,Wedding,60,0
1210,3990,2020-04-22,39700,Home improvement,48,1
1211,3284,2019-11-19,8800,Debt consolidation,24,0
1212,342,2021-12-12,7700,Moving,24,0
1213,3018,2018-03-20,47700,Debt consolidation,48,0
1214,684,2019-01-21,45200,Medical,60,0
1215,301,2018-01-28,8200,Debt consolidation,36,1
1216,2486,2018-04-09,24100,Medical,24,1
1217,1272,2019-06-13,2600,Debt consolidation,24,1
1218,1524,2022-02-26,3200,Debt consolidation,12,1
1219,904,2018-11-16,13500,Wedding,24,1
1220,1144,2018-05-21,24900,Debt consolidation,36,1
1221,4929,2020-12-06,7700,Debt consolidation,24,1
1222,748,2023-04-03,6100,Medical,48,1
1223,2380,2019-06-28,4200,Home improvement,12,1
1224,914,2020-08-09,8400,Car Purchase,24,1
1225,3536,2019-12-08,22100,Home improvement,48,1
1226,694,2019-03-28,2800,Moving,12,1
1227,1123,2023-01-10,21800,Car Purchase,36,1
1228,800,2018-12-21,21200,Vacation,36,0
1229,2662,2022-02-18,11900,Business,36,1
1230,1666,2020-09-14,13000,Business,24,1
1231,3021,2022-08-06,16000,Medical,48,1
1232,408,2019-08-01,86700,Debt consolidation,48,0
1233,409,2021-10-02,7900,Car Purchase,24,1
1234,3774,2020-09-06,3800,Vacation,12,1
1235,2030,2022-10-29,21100,Debt consolidation,48,1
1236,3809,2020-08-25,16500,Education,48,1
1237,2458,2023-04-30,10400,Education,24,1
1238,792,2020-10-14,17000,Debt consolidation,24,0
1239,943,2020-12-25,4100,Debt consolidation,12,1
1240,340,2022-10-12,27200,Business,48,1
1241,4011,2018-12-01,149900,Vacation,72,0
1242,3385,2019-01-25,35100,Vacation,60,0
1243,613,2020-11-05,4300,Education,24,1
1244,43,2021-10-26,36100,Debt consolidation,48,1
1245,2138,2023-07-12,6600,Home improvement,36,1
1246,4218,2017-12-07,4300,Debt consolidation,24,1
1247,172,2023-01-28,42500,Debt consolidation,60,1
1248,3731,2021-07-24,35900,Vacation,60,0
1249,2661,2021-09-09,24300,Debt consolidation,36,1
1250,1355,2019-10-14,11600,Debt consolidation,48,0
1251,4804,2020-07-09,15900,Home improvement,48,0
1252,1865,2019-12-08,20900,Education,48,0
1253,4678,2018-01-05,3900,Car Purchase,24,1
1254,234,2023-09-04,24200,Car Purchase,24,1
1255,4543,2022-11-24,12600,Home improvement,36,1
1256,3628,2021-01-09,17000,Car Purchase,48,0
1257,3205,2019-04-12,63900,Debt consolidation,60,1
1258,522,2022-04-22,7300,Medical,36,1
1259,1397,2021-04-04,320400,Education,60,0
1260,2246,2021-07-26,38500,Vacation,60,1
1261,3209,2018-11-17,4400,Debt consolidation,24,1
1262,1993,2018-08-15,13700,Wedding,24,1
1263,4901,2018-03-26,10900,Car Purchase,48,1
1264,1718,2022-04-09,5500,Medical,24,1
1265,4646,2020-01-27,42000,Business,48,1
1266,313,2018-08-22,21000,Education,48,0
1267,820,2021-12-29,5400,Wedding,24,1
1268,2039,2020-07-13,21000,Debt consolidation,24,1
1269,3479,2019-11-11,8100,Debt consolidation,48,1
1270,3106,2023-02-02,45000,Education,60,0
1271,1076,2023-09-02,21900,Debt consolidation,24,1
1272,1632,2019-02-21,35700,Moving,60,1
1273,3709,2022-02-25,17400,Vacation,36,1
1274,1511,2019-09-01,39400,Home improvement,60,0
1275,426,2018-08-30,21500,Wedding,48,0
1276,2714,2023-03-24,11500,Moving,24,1
1277,1390,2022-07-21,14800,Vacation,36,1
1278,4263,2023-07-14,36300,Vacation,60,1
1279,2535,2020-12-10,7400,Debt consolidation,24,1
1280,3179,2022-11-29,46900,Wedding,60,0
1281,1598,2019-01-18,6800,Debt consolidation,48,1
1282,510,2019-04-27,5300,Debt consolidation,24,1
1283,1875,2018-08-02,2400,Moving,12,1
1284,2743,2018-09-04,7300,Wedding,24,1
1285,1972,2022-09-04,38100,Car Purchase,48,0
1286,2362,2020-10-20,5900,Home improvement,48,1
1287,509,2019-04-26,24800,Vacation,36,1
1288,4219,2019-05-13,9700,Debt consolidation,48,1
1289,1386,2023-11-24,4900,Vacation,12,1
1290,3952,2022-04-23,6200,Vacation,24,1
1291,3053,2021-05-21,8900,Car Purchase,24,1
1292,205,2018-12-10,1200,Car Purchase,12,1
1293,188,2018-08-23,24800,Vacation,24,1
1294,4939,2023-07-22,7200,Car Purchase,24,1
1295,3,2020-09-24,20900,Vacation,48,1
1296,1645,2022-06-08,4600,Debt consolidation,12,1
1297,3878,2021-10-05,11400,Debt consolidation,48,1
1298,565,2023-03-06,9100,Debt consolidation,36,1
1299,4024,2018-08-27,34300,Medical,60,1
1300,1042,2018-09-09,9600,Wedding,36,0
1301,1185,2017-12-14,33100,Car Purchase,60,1
1302,203,2019-12-17,1400,Home improvement,12,1
1303,3175,2021-05-17,26000,Debt consolidation,48,1
1304,232,2019-05-12,23000,Home improvement,48,0
1305,3445,2022-10-26,1200,Home improvement,24,1
1306,616,2019-05-17,21700,Debt consolidation,24,1
1307,3218,2018-09-03,1900,Home improvement,24,1
1308,3353,2023-11-19,15400,Vacation,36,1
1309,273,2020-06-11,5100,Vacation,24,1
1310,3227,2020-03-12,25700,Car Purchase,60,1
1311,1480,2018-01-15,10300,Debt consolidation,48,0
1312,312,2021-09-09,5100,Wedding,24,1
1313,4563,2023-01-10,23000,Debt consolidation,24,1
1314,3915,2023-03-22,21800,Debt consolidation,36,1
1315,4537,2019-07-03,9700,Home improvement,36,1
1316,2989,2019-03-26,29000,Debt consolidation,60,1
1317,2299,2022-06-10,45400,Debt consolidation,60,0
1318,3691,2018-07-13,12400,Moving,48,1
1319,2014,2022-12-12,25400,Car Purchase,60,1
1320,4250,2021-12-25,41700,Home improvement,48,0
1321,3066,2020-03-04,73900,Moving,60,0
1322,889,2020-02-25,3900,Home improvement,12,1
1323,2042,2021-08-21,8000,Debt consolidation,48,1
1324,3320,2020-02-06,23500,Debt consolidation,36,1
1325,2040,2023-04-09,16500,Business,24,1
1326,4156,2023-06-22,10300,Education,48,1
1327,473,2020-03-23,4500,Debt consolidation,24,0
1328,4455,2023-08-08,3600,Home improvement,24,1
1329,1141,2019-03-01,14800,Home improvement,48,1
1330,2076,2019-08-23,14500,Home improvement,24,1
1331,4825,2019-11-22,5100,Debt consolidation,24,1
1332,1237,2021-04-30,9900,Wedding,36,1
1333,2795,2018-07-30,2500,Moving,12,1
1334,3409,2021-12-28,6400,Debt consolidation,48,1
1335,1193,2020-04-27,15800,Vacation,36,1
1336,1373,2023-06-05,55700,Debt consolidation,48,1
1337,427,2022-05-27,20400,Debt consolidation,48,0
1338,1400,2021-11-03,21800,Home improvement,24,0
1339,614,2019-02-06,474700,Vacation,60,0
1340,4055,2020-10-29,8400,Medical,24,1
1341,4136,2020-04-14,2800,Education,24,1
1342,1783,2022-11-24,24000,Debt consolidation,48,1
1343,1722,2019-06-16,77900,Wedding,48,0
1344,709,2018-11-20,14300,Home improvement,36,1
1345,3971,2019-06-06,14200,Debt consolidation,48,1
1346,4357,2023-09-25,22100,Debt consolidation,24,1
1347,4617,2022-09-10,9600,Debt consolidation,48,0
1348,2207,2018-08-31,8600,Wedding,24,1
1349,2729,2022-12-29,6400,Car Purchase,24,1
1350,2454,2023-07-09,12100,Vacation,36,1
1351,3087,2020-11-29,67800,Home improvement,60,1
1352,3383,2019-06-24,3100,Home improvement,12,0
1353,229,2019-03-13,1000,Debt consolidation,12,1
1354,4844,2022-01-03,8400,Home improvement,24,1
1355,1286,2019-05-16,40400,Education,60,0
1356,3911,2023-06-09,21900,Debt consolidation,48,1
1357,3397,2022-12-22,10400,Wedding,36,1
1358,3507,2022-06-24,136000,Debt consolidation,60,1
1359,1608,2019-05-07,3100,Debt consolidation,12,0
1360,2846,2021-06-05,7600,Medical,36,1
1361,1209,2020-10-28,4600,Debt consolidation,12,1
1362,3220,2023-01-09,1600,Wedding,12,1
1363,4932,2019-06-23,3300,Education,24,1
1364,2957,2021-08-24,26100,Debt consolidation,48,0
1365,518,2020-02-22,13800,Home improvement,24,1
1366,4189,2018-10-02,34800,Education,48,1
1367,2750,2022-06-01,9200,Home improvement,36,1
1368,1919,2022-01-19,16600,Home improvement,48,1
1369,2877,2019-03-18,4100,Debt consolidation,24,1
1370,472,2019-04-30,5200,Vacation,48,0
1371,1169,2020-11-28,43900,Vacation,48,0
1372,2248,2023-05-21,4800,Wedding,24,1
1373,4063,2023-04-16,77500,Education,48,0
1374,223,2020-12-25,20100,Home improvement,48,0
1375,382,2022-02-10,8500,Business,24,1
1376,3912,2018-10-15,2700,Car Purchase,12,1
1377,4212,2022-03-06,48400,Vacation,60,1
1378,2905,2020-05-06,13700,Wedding,24,1
1379,440,2022-01-03,49000,Debt consolidation,60,1
1380,4264,2019-10-21,11600,Debt consolidation,24,1
1381,405,2022-12-01,5900,Wedding,36,1
1382,4910,2023-10-09,2500,Debt consolidation,24,1
1383,4020,2022-03-03,40400,Wedding,48,1
1384,702,2019-10-10,9800,Business,48,0
1385,396,2019-01-21,15700,Debt consolidation,48,1
1386,4767,2019-02-15,94600,Debt consolidation,60,1
1387,3436,2021-10-20,3200,Medical,12,1
1388,1379,2020-06-11,22200,Home improvement,48,0
1389,4548,2023-03-05,15000,Moving,48,1
1390,799,2023-07-08,434100,Debt consolidation,72,0
1391,4819,2022-05-25,12400,Medical,24,1
1392,2007,2021-08-20,25200,Home improvement,60,1
1393,4605,2021-07-12,9500,Wedding,36,1
1394,4359,2019-07-27,23800,Debt consolidation,36,1
1395,3031,2022-11-14,3800,Debt consolidation,24,1
1396,1853,2022-03-12,9200,Debt consolidation,36,1
1397,2811,2019-03-13,478500,Debt consolidation,60,0
1398,577,2018-04-30,19700,Debt consolidation,24,1
1399,1630,2018-05-24,30900,Business,60,1
1400,4994,2020-01-09,27200,Debt consolidation,48,1
1401,4343,2018-06-19,5800,Home improvement,24,1
1402,1850,2021-08-15,4300,Debt consolidation,24,1
1403,3644,2023-04-23,7300,Debt consolidation,36,1
1404,1389,2018-12-12,15900,Home improvement,36,1
1405,2972,2017-12-18,20100,Vacation,36,1
1406,569,2019-02-14,328100,Debt consolidation,72,0
1407,3336,2021-01-29,6100,Moving,36,0
1408,4239,2022-05-06,71300,Business,48,0
1409,3280,2022-12-18,12600,Business,48,1
1410,3574,2022-10-20,387000,Medical,60,0
1411,1488,2020-01-13,6700,Debt consolidation,36,1
1412,4763,2022-12-05,83500,Business,60,1
1413,4247,2018-12-10,8400,Home improvement,48,1
1414,1971,2022-01-24,2600,Home improvement,12,1
1415,4757,2022-10-15,323900,Moving,72,0
1416,4457,2023-09-15,8600,Debt consolidation,24,1
1417,1685,2021-07-25,3900,Business,24,1
1418,1384,2023-02-22,3500,Vacation,24,1
1419,1271,2022-11-07,36700,Vacation,60,1
1420,827,2020-07-12,80800,Debt consolidation,60,1
1421,3418,2020-10-28,26100,Vacation,60,1
1422,1862,2022-02-01,9500,Debt consolidation,36,0
1423,4532,2020-11-06,59200,Education,60,1
1424,876,2022-09-12,14100,Medical,24,0
1425,1201,2020-08-03,31800,Vacation,48,1
1426,4583,2021-10-24,20400,Medical,24,0
1427,3118,2019-12-09,3400,Business,12,1
1428,260,2018-11-17,5700,Debt consolidation,24,1
1429,2786,2021-10-30,1400,Home improvement,12,1
1430,4485,2022-05-19,58600,Medical,60,1
1431,4999,2020-10-04,31800,Debt consolidation,60,1
1432,3224,2021-02-17,16200,Debt consolidation,36,1
1433,986,2018-11-18,12000,Moving,36,1
1434,1619,2018-01-08,402300,Business,60,0
1435,502,2021-05-06,2600,Moving,24,1
1436,1157,2020-08-07,96700,Moving,48,0
1437,4118,2021-07-31,10500,Moving,48,1
1438,3029,2023-07-15,254700,Business,60,0
1439,475,2022-01-08,10700,Education,24,1
1440,2975,2021-12-05,2000,Debt consolidation,12,1
1441,2006,2021-04-08,1400,Business,24,1
1442,154,2023-06-19,8700,Car Purchase,24,1
1443,2842,2018-07-08,15200,Home improvement,48,1
1444,3771,2021-01-26,41600,Debt consolidation,60,1
1445,3345,2023-02-02,1300,Debt consolidation,12,1
1446,64,2022-12-01,12900,Debt consolidation,24,1
1447,4893,2019-06-23,20800,Wedding,36,1
1448,1518,2021-03-21,23200,Vacation,36,1
1449,169,2018-11-12,6900,Vacation,36,1
1450,4808,2018-07-04,8200,Debt consolidation,24,1
1451,1891,2021-01-21,23800,Education,24,0
1452,4483,2019-08-10,1100,Debt consolidation,24,1
1453,2430,2023-01-01,16800,Moving,36,0
1454,4407,2017-12-05,34000,Car Purchase,48,1
1455,1745,2023-07-27,27300,Wedding,60,1
1456,1538,2021-06-28,86600,Education,48,1
1457,164,2023-11-09,32500,Home improvement,48,1
1458,4481,2018-05-01,9100,Wedding,48,1
1459,2332,2021-11-21,48000,Business,60,1
1460,1896,2023-08-02,8600,Debt consolidation,48,1
1461,3242,2018-09-26,24500,Moving,36,0
1462,704,2019-06-28,36700,Car Purchase,48,0
1463,265,2020-01-13,43000,Medical,48,1
1464,3870,2019-08-10,9100,Debt consolidation,36,0
1465,3476,2020-02-07,48000,Debt consolidation,48,0
1466,3329,2020-08-07,7400,Business,24,1
1467,4755,2022-08-14,43800,Business,60,1
1468,3888,2019-04-03,32000,Home improvement,48,1
1469,3726,2019-09-25,40100,Debt consolidation,48,0
1470,2295,2019-08-23,8100,Education,24,1
1471,4431,2019-02-26,21600,Car Purchase,48,1
1472,4439,2022-02-22,21900,Business,24,1
1473,2419,2019-02-09,41800,Home improvement,60,0
1474,3471,2023-11-13,3900,Wedding,12,1
1475,898,2017-12-04,5000,Education,48,1
1476,531,2018-11-15,2400,Car Purchase,12,1
1477,2383,2023-06-07,10800,Debt consolidation,36,1
1478,3036,2020-02-25,4900,Vacation,24,1
1479,2184,2019-03-07,33800,Medical,48,0
1480,3833,2022-01-19,6400,Moving,24,1
1481,2110,2020-01-06,85700,Medical,60,1
1482,3966,2018-03-27,1000,Car Purchase,12,1
1483,2175,2023-05-27,51000,Vacation,60,1
1484,2448,2020-07-30,9000,Business,36,1
1485,61,2019-07-03,46200,Debt consolidation,48,1
1486,1377,2020-09-15,5800,Medical,48,1
1487,3754,2018-02-18,39300,Business,48,1
1488,4871,2018-09-28,14300,Debt consolidation,24,1
1489,4833,2018-09-11,10300,Business,24,0
1490,896,2018-11-01,9300,Debt consolidation,24,1
1491,323,2018-02-01,41400,Car Purchase,60,1
1492,3940,2019-03-08,2800,Car Purchase,24,1
1493,1167,2021-10-28,27800,Education,60,1
1494,4395,2021-08-05,5800,Debt consolidation,48,1
1495,3938,2019-06-26,31500,Home improvement,48,1
1496,1876,2022-09-14,7600,Debt consolidation,36,1
1497,3844,2021-01-14,4900,Debt consolidation,12,1
1498,1223,2022-08-15,3800,Medical,24,1
1499,2354,2022-07-13,1200,Wedding,12,1
1500,1682,2020-02-28,40800,Education,48,1
1501,284,2022-04-13,77600,Moving,48,1
1502,1895,2022-09-02,317900,Wedding,60,0
1503,1106,2020-07-10,14400,Wedding,36,1
1504,1440,2020-05-18,6900,Medical,36,1
1505,4169,2022-08-22,24600,Moving,24,1
1506,603,2019-03-06,23200,Medical,36,0
1507,18,2023-07-26,5800,Debt consolidation,48,1
1508,658,2021-04-12,5600,Debt consolidation,36,1
1509,674,2018-12-01,1800,Debt consolidation,12,1
1510,4960,2018-01-17,9800,Moving,24,1
1511,1024,2023-10-24,38300,Wedding,48,1
1512,4211,2019-01-17,311500,Moving,60,0
1513,1044,2023-04-15,8600,Vacation,24,1
1514,4320,2023-06-12,15000,Debt consolidation,48,0
1515,13,2020-12-12,31500,Education,48,0
1516,3602,2018-03-30,21300,Debt consolidation,24,1
1517,2974,2018-04-26,70700,Home improvement,60,1
1518,913,2021-10-10,38700,Medical,60,1
1519,4647,2020-07-27,2200,Wedding,24,1
1520,3718,2022-08-05,2800,Home improvement,24,1
1521,3526,2023-09-22,236000,Education,60,0
1522,4990,2023-03-06,33000,Moving,48,0
1523,2527,2023-08-04,3600,Medical,12,0
1524,2301,2020-09-09,94200,Debt consolidation,60,0
1525,4909,2023-06-23,30200,Debt consolidation,60,0
1526,2940,2022-05-03,21000,Home improvement,48,1
1527,4411,2023-11-05,196800,Wedding,72,0
1528,2822,2019-12-10,3500,Education,12,1
1529,3705,2022-08-25,8700,Wedding,24,1
1530,407,2021-11-24,16300,Moving,48,1
1531,4916,2023-10-18,20900,Home improvement,48,1
1532,4068,2019-02-10,6400,Business,24,1
1533,4370,2021-04-11,7700,Wedding,48,1
1534,4907,2022-12-01,13100,Medical,48,0
1535,1119,2018-12-21,44900,Debt consolidation,60,0
1536,3817,2018-07-07,16400,Debt consolidation,24,1
1537,107,2022-11-13,2800,Debt consolidation,12,1
1538,209,2018-07-05,481200,Home improvement,72,0
1539,1622,2021-01-20,9100,Debt consolidation,36,1
1540,4528,2023-10-27,467900,Business,60,0
1541,4297,2018-03-06,7500,Debt consolidation,36,1
1542,1196,2018-09-15,6000,Medical,24,1
1543,2751,2018-07-08,2700,Debt consolidation,12,1
1544,2288,2022-05-11,4100,Medical,24,1
1545,3497,2020-06-15,45400,Home improvement,48,1
1546,2055,2020-02-10,30900,Debt consolidation,60,1
1547,3155,2019-05-19,20700,Debt consolidation,48,1
1548,953,2020-04-14,32500,Education,48,0
1549,3509,2023-12-01,5000,Moving,36,0
1550,3837,2023-11-06,43900,Education,48,1
1551,124,2022-04-10,4400,Home improvement,24,1
1552,1019,2019-10-28,7700,Medical,24,1
1553,4854,2021-04-04,46000,Education,48,1
