loan_id,application_id,customer_id,start_date,loan_duration_months,original_amount,interest_rate,current_status,remaining_balance
432,714,4048,2023-05-14,60,495400,20.86,Active,389503.1
433,715,513,2022-07-09,24,2400,19.06,Paid Off,0.0
434,717,3660,2020-05-30,48,22400,18.28,Paid Off,0.0
435,721,354,2018-02-19,24,11500,11.98,Paid Off,0.0
436,722,1717,2023-04-16,24,4300,13.14,Active,796.92
437,723,1269,2021-02-03,12,4900,17.2,Paid Off,0.0
438,725,1716,2021-01-03,24,22300,16.24,Paid Off,0.0
439,726,1878,2022-04-06,36,10800,19.66,Active,1160.27
440,727,268,2021-11-12,60,45500,8.84,Active,19046.48
441,728,1456,2021-07-16,24,6100,13.78,Paid Off,0.0
442,729,620,2021-11-10,48,25600,11.79,Active,6366.05
443,730,2836,2020-07-06,60,82200,17.75,Active,11836.76
444,732,4660,2020-11-04,24,9100,19.3,Paid Off,0.0
445,733,1870,2023-05-19,36,6100,10.44,Active,3117.81
446,736,1698,2023-04-13,48,26100,17.88,Active,17410.32
447,741,721,2020-07-22,48,8700,9.07,Paid Off,0.0
448,743,3328,2020-06-26,36,17600,10.72,Paid Off,0.0
449,744,1108,2021-04-03,36,9900,11.63,Paid Off,0.0
450,745,3380,2018-03-28,36,7800,15.28,Paid Off,0.0
451,748,2773,2020-09-09,48,16400,20.12,Paid Off,0.0
452,751,4165,2021-12-05,60,29100,18.49,Active,14369.21
453,753,399,2020-12-26,48,12600,14.8,Paid Off,0.0
454,757,4542,2018-09-14,24,5600,11.83,Paid Off,0.0
455,758,2694,2022-12-30,60,27100,16.93,Active,18880.54
456,764,4562,2023-04-28,48,15500,17.9,Active,10340.84
457,766,2747,2021-02-22,48,9400,12.94,Active,495.76
458,767,4896,2020-07-07,24,5200,11.8,Defaulted,2315.88
459,768,3189,2018-11-09,24,21500,10.29,Paid Off,0.0
460,769,4222,2021-09-14,24,1300,13.54,Paid Off,0.0
461,770,540,2022-01-03,36,7000,13.89,Paid Off,0.0
462,771,4058,2020-03-07,36,10000,20.8,Paid Off,0.0
463,773,4840,2022-09-15,36,22100,17.66,Active,6657.42
464,774,4462,2022-05-18,48,19600,15.08,Active,8315.0
465,777,3710,2023-06-26,48,28100,20.16,Active,20077.32
466,779,141,2022-10-09,24,7900,15.5,Paid Off,0.0
467,781,2156,2019-03-13,36,15600,13.42,Paid Off,0.0
468,783,147,2020-01-29,24,1300,19.1,Paid Off,0.0
469,785,940,2019-07-15,48,46800,17.32,Paid Off,0.0
470,786,729,2023-11-12,60,96500,14.27,Active,80975.01
471,788,2376,2023-11-05,24,12800,17.25,Active,5869.97
472,789,1505,2018-09-24,48,21400,21.15,Paid Off,0.0
473,790,2011,2020-02-17,48,9800,19.61,Defaulted,5018.47
474,791,4823,2021-05-15,60,88900,17.95,Active,31877.53
475,792,4287,2020-05-24,48,23500,13.23,Paid Off,0.0
476,796,2945,2021-08-29,36,12900,21.58,Paid Off,0.0
477,798,2370,2022-07-10,48,5900,10.54,Active,2506.78
478,800,3002,2018-02-03,24,23500,18.81,Paid Off,0.0
479,801,2867,2021-01-21,24,5000,8.37,Defaulted,2185.11
480,803,1408,2022-03-26,24,22200,12.48,Paid Off,0.0
481,804,3807,2023-05-25,12,2200,10.09,Paid Off,0.0
482,805,4807,2023-03-03,60,38200,20.51,Active,28417.4
483,808,400,2021-07-14,48,7200,13.36,Active,1122.54
484,809,2140,2020-07-04,24,1900,7.98,Paid Off,0.0
485,812,204,2020-05-26,12,3300,19.32,Paid Off,0.0
486,813,51,2020-07-17,60,25000,20.26,Active,3769.93
487,815,430,2019-11-09,12,1600,16.84,Defaulted,699.32
488,818,3404,2023-07-21,36,9500,12.49,Active,5452.39
489,819,4900,2022-01-27,36,13000,13.86,Active,438.36
490,821,3551,2019-02-26,60,81100,12.71,Paid Off,0.0
491,822,2272,2022-01-22,48,77200,16.24,Late,26033.32
492,824,4884,2022-07-15,36,20600,21.55,Active,4410.3
493,825,2798,2023-12-03,24,2500,8.44,Active,1198.12
494,827,4418,2022-12-05,24,1100,17.0,Paid Off,0.0
495,829,2495,2020-02-18,12,4100,11.8,Paid Off,0.0
496,830,1073,2020-07-24,48,9400,10.48,Paid Off,0.0
497,831,4092,2022-12-30,48,15200,17.42,Late,8901.45
498,832,2290,2021-07-13,36,15100,14.91,Paid Off,0.0
499,833,4911,2023-03-27,36,20300,21.7,Late,10064.92
500,834,1089,2020-10-28,48,37600,13.31,Paid Off,0.0
501,835,1366,2023-01-13,24,6400,9.51,Active,291.57
502,842,262,2019-01-25,36,9900,13.45,Paid Off,0.0
503,843,1737,2022-05-04,24,1000,19.43,Paid Off,0.0
504,844,2735,2019-11-30,48,19800,11.1,Defaulted,9322.26
505,845,4596,2021-08-24,24,8900,19.57,Paid Off,0.0
506,847,3301,2021-05-01,48,11700,15.55,Late,1274.03
507,849,2335,2019-04-06,36,16900,16.3,Paid Off,0.0
508,850,1489,2021-05-24,48,8300,9.05,Active,1010.73
509,852,2982,2020-11-17,60,33000,19.25,Active,7892.84
510,854,4736,2021-10-30,24,13900,16.46,Paid Off,0.0
511,861,538,2017-12-28,24,19400,18.15,Paid Off,0.0
512,864,2602,2021-11-18,24,2700,14.08,Paid Off,0.0
513,865,1387,2023-09-26,48,9500,19.39,Active,7271.07
514,867,3219,2021-01-14,24,9400,19.2,Paid Off,0.0
515,868,3521,2020-04-10,48,23600,14.98,Paid Off,0.0
516,869,3333,2018-12-24,60,85600,10.74,Paid Off,0.0
517,871,636,2020-12-04,60,25700,9.14,Active,5627.2
518,872,3643,2020-01-12,12,4100,14.23,Paid Off,0.0
519,873,1100,2020-04-30,24,6400,15.31,Paid Off,0.0
520,874,1281,2021-08-20,36,7500,11.53,Paid Off,0.0
521,877,4471,2020-04-07,24,16600,8.7,Paid Off,0.0
522,878,2767,2020-11-04,60,96100,21.22,Active,23747.05
523,879,2953,2020-05-14,48,34100,18.43,Paid Off,0.0
524,880,252,2019-12-24,36,5300,14.82,Paid Off,0.0
525,883,3823,2020-10-07,24,1000,19.86,Paid Off,0.0
526,884,4137,2022-01-17,48,12700,8.48,Active,3873.57
527,886,524,2022-08-02,12,1400,17.46,Paid Off,0.0
528,888,1723,2019-10-30,24,5900,15.04,Paid Off,0.0
529,890,3434,2022-12-18,48,29700,18.99,Late,17615.29
530,892,1947,2019-10-02,24,2600,20.16,Paid Off,0.0
531,893,132,2022-02-02,12,2900,15.43,Paid Off,0.0
532,894,355,2019-05-18,48,41500,12.52,Paid Off,0.0
533,896,736,2021-06-19,48,8000,12.81,Active,1035.92
534,898,842,2020-01-10,24,12600,12.64,Paid Off,0.0
535,900,4314,2019-11-17,48,8300,19.53,Paid Off,0.0
536,903,796,2020-05-27,60,46900,20.79,Active,6000.88
537,905,4942,2018-05-08,12,1200,19.59,Paid Off,0.0
538,906,1039,2020-11-14,36,23200,12.65,Paid Off,0.0
539,907,471,2021-05-13,24,9300,9.52,Paid Off,0.0
540,908,2702,2023-04-11,12,2900,8.87,Defaulted,1239.55
541,909,4062,2019-11-17,24,1800,11.75,Paid Off,0.0
542,910,3830,2021-06-10,60,46600,13.0,Active,16381.88
543,914,1847,2019-02-13,48,20800,15.68,Paid Off,0.0
544,915,2351,2023-04-01,36,5100,18.61,Active,2471.49
545,916,2191,2023-01-05,60,49700,16.76,Active,34580.66
546,919,2483,2020-01-03,24,4600,9.82,Paid Off,0.0
547,920,4202,2022-09-15,48,12400,19.25,Active,6595.02
548,921,2580,2021-06-28,48,5900,20.17,Active,1019.63
549,922,3763,2021-08-25,24,6200,17.97,Defaulted,2854.09
550,923,2493,2023-02-09,48,15500,11.71,Active,8967.52
551,925,957,2023-04-07,48,9000,13.06,Active,5628.55
552,926,1005,2022-06-16,48,45400,8.39,Active,18825.12
553,927,3430,2023-10-03,36,23500,20.75,Active,15427.58
554,928,3410,2023-12-06,12,3600,11.86,Paid Off,0.0
555,930,3518,2018-05-28,60,25200,13.65,Paid Off,0.0
556,933,3684,2021-03-20,48,6900,12.65,Active,362.09
557,934,2139,2020-01-15,12,1200,15.5,Paid Off,0.0
558,936,4639,2018-07-24,12,1500,11.65,Paid Off,0.0
559,937,2806,2022-11-17,12,4400,8.69,Paid Off,0.0
560,938,964,2023-06-16,36,19800,10.66,Active,10686.35
561,939,2105,2019-10-11,48,86500,12.3,Paid Off,0.0
562,940,3739,2023-11-18,24,22800,21.11,Late,11637.1
563,944,3846,2021-08-21,24,4300,9.78,Paid Off,0.0
564,945,1018,2020-09-20,12,2100,16.78,Paid Off,0.0
565,946,2038,2021-12-05,48,39500,10.81,Active,10607.9
566,947,552,2018-02-16,60,56200,12.57,Paid Off,0.0
567,951,4454,2020-05-07,48,25400,15.77,Paid Off,0.0
568,953,1600,2021-06-21,48,8700,12.8,Active,1344.58
569,955,4810,2021-06-13,24,4500,17.12,Paid Off,0.0
570,956,525,2020-07-10,12,2600,19.91,Paid Off,0.0
571,957,1297,2023-11-05,24,2500,13.48,Active,1123.61
572,958,4101,2019-06-06,60,27300,18.99,Paid Off,0.0
573,959,2579,2022-06-05,48,15300,12.09,Active,6276.59
574,961,3026,2022-01-07,48,7300,14.8,Active,2245.08
575,963,88,2021-04-01,60,32700,20.15,Active,11439.82
576,964,1596,2021-09-05,60,32200,14.09,Active,13312.89
577,965,4975,2023-12-24,24,4700,10.79,Active,2476.09
578,967,4838,2019-02-23,60,29500,16.53,Paid Off,0.0
579,968,1958,2020-09-17,12,4300,16.7,Paid Off,0.0
580,969,4670,2023-04-30,12,2600,18.1,Paid Off,0.0
581,970,2866,2018-02-27,24,6300,21.18,Paid Off,0.0
582,972,4568,2023-08-12,36,8400,13.33,Active,5074.73
583,974,3358,2020-08-09,24,22100,20.38,Paid Off,0.0
584,978,3757,2018-10-08,48,36300,15.24,Paid Off,0.0
585,980,2498,2022-09-06,60,27000,18.28,Active,17366.91
586,982,2229,2019-12-05,48,5200,18.22,Paid Off,0.0
587,983,295,2023-09-22,24,9700,19.83,Late,4090.59
588,985,3962,2020-03-15,48,9100,17.92,Paid Off,0.0
589,986,1813,2020-09-26,60,38100,8.33,Active,6769.92
590,988,2926,2019-02-17,48,9800,9.62,Paid Off,0.0
591,989,1607,2020-03-16,72,314900,18.19,Active,90411.12
592,992,4232,2020-12-31,36,5900,11.97,Paid Off,0.0
593,994,1494,2023-12-28,48,25000,12.11,Late,19830.45
594,995,2149,2023-06-06,60,68900,12.74,Active,51590.43
595,997,3562,2022-06-23,72,216700,21.6,Active,157997.06
596,998,1693,2019-07-15,24,9000,9.3,Paid Off,0.0
597,999,1290,2022-09-14,48,18100,19.62,Active,9658.89
598,1001,3069,2020-11-16,24,6900,16.21,Paid Off,0.0
599,1005,3366,2023-07-15,48,5400,21.82,Active,3992.2
600,1006,4252,2022-02-10,60,43500,14.14,Active,21875.47
601,1007,278,2021-05-23,24,15300,9.48,Paid Off,0.0
602,1008,2840,2022-08-22,48,27300,12.48,Late,13037.04
603,1009,1114,2022-10-19,60,44600,18.76,Active,30178.71
604,1012,2717,2019-12-01,24,20300,8.44,Paid Off,0.0
605,1013,1120,2020-01-11,12,4900,17.0,Paid Off,0.0
606,1014,1325,2023-06-06,12,2900,11.77,Defaulted,1249.74
607,1015,567,2019-04-16,12,1800,16.71,Paid Off,0.0
608,1016,627,2019-10-02,48,41500,21.76,Paid Off,0.0
609,1017,2888,2023-02-01,24,5700,12.14,Active,266.0
610,1018,1227,2023-09-03,36,9800,8.28,Late,5742.2
611,1020,381,2018-08-18,36,6600,15.71,Paid Off,0.0
612,1022,1121,2022-07-02,48,12400,15.66,Late,5570.77
613,1023,2880,2022-06-16,48,9700,12.47,Active,4210.45
614,1025,1930,2020-09-21,60,80900,21.4,Active,16318.33
615,1026,2979,2023-03-24,24,18500,12.1,Active,2563.3
616,1027,743,2020-01-20,24,3600,11.46,Paid Off,0.0
617,1028,3560,2019-06-06,12,1400,7.94,Paid Off,0.0
618,1029,1249,2020-09-28,24,4100,18.47,Paid Off,0.0
619,1031,612,2018-01-05,60,29300,15.76,Paid Off,0.0
620,1032,4821,2020-06-19,24,24600,11.65,Paid Off,0.0
621,1035,346,2021-04-22,48,5800,14.5,Active,620.94
622,1037,1298,2019-05-24,24,4000,12.36,Paid Off,0.0
623,1039,3591,2019-02-25,48,22000,21.58,Paid Off,0.0
624,1041,4096,2018-02-15,24,4200,20.77,Paid Off,0.0
625,1042,1109,2019-07-22,48,11000,12.55,Paid Off,0.0
626,1044,2844,2022-08-14,48,46500,21.88,Active,23299.91
627,1045,4460,2019-10-31,48,16700,18.88,Paid Off,0.0
628,1046,129,2021-07-01,12,4100,13.2,Paid Off,0.0
629,1047,328,2022-04-20,60,90100,18.67,Active,52356.22
630,1048,3377,2022-12-08,48,9800,20.09,Active,5663.02
631,1051,1378,2021-10-08,48,7400,10.04,Active,1621.83
632,1054,3688,2018-07-31,36,17700,14.3,Paid Off,0.0
633,1056,2174,2021-10-01,24,8400,13.52,Paid Off,0.0
634,1058,91,2019-09-23,12,3000,18.92,Defaulted,1318.75
635,1059,3347,2020-05-16,36,23000,14.25,Defaulted,10780.84
636,1060,1170,2018-03-16,12,1500,17.61,Defaulted,657.0
637,1061,4315,2018-12-27,24,5700,14.7,Paid Off,0.0
638,1062,4054,2020-12-07,60,29800,20.7,Active,7965.0
639,1063,2626,2023-06-25,36,9400,17.65,Active,5314.1
640,1065,1829,2022-05-17,36,24600,19.88,Active,4345.28
641,1066,1583,2019-08-03,24,2900,9.58,Paid Off,0.0
642,1068,2261,2022-12-15,24,3200,16.03,Paid Off,0.0
643,1069,2584,2023-07-04,48,29900,12.11,Active,20334.97
644,1070,1825,2021-10-07,48,20100,16.92,Late,4863.14
645,1072,1317,2022-01-15,24,7700,17.7,Paid Off,0.0
646,1073,1700,2019-06-25,12,2700,12.34,Paid Off,0.0
647,1074,2157,2018-08-23,60,93400,22.06,Paid Off,0.0
648,1075,1137,2022-05-25,60,45200,18.25,Active,26897.42
649,1076,1558,2020-04-02,24,11000,13.44,Paid Off,0.0
650,1077,3114,2018-06-25,48,15100,14.35,Paid Off,0.0
651,1078,4468,2023-09-02,24,3900,16.51,Active,1444.41
652,1079,2590,2020-03-28,48,31500,20.01,Defaulted,16191.39
653,1080,2256,2018-06-30,48,7600,17.67,Paid Off,0.0
654,1081,4091,2018-07-31,48,52500,12.97,Paid Off,0.0
655,1083,3331,2018-12-01,48,23700,17.35,Paid Off,0.0
656,1084,331,2019-08-01,36,18000,21.29,Paid Off,0.0
657,1085,3801,2019-08-01,48,27400,7.53,Paid Off,0.0
658,1086,450,2019-08-18,24,9100,7.07,Paid Off,0.0
659,1087,267,2023-11-15,24,1200,10.21,Active,580.35
660,1088,754,2020-09-07,24,4600,7.68,Paid Off,0.0
661,1089,3170,2021-01-05,36,17600,21.27,Paid Off,0.0
662,1090,2341,2019-12-24,24,2100,13.07,Paid Off,0.0
663,1092,4097,2020-08-24,48,9800,20.49,Paid Off,0.0
664,1095,3203,2023-01-16,24,20600,9.47,Late,938.15
665,1096,393,2023-09-09,48,93000,13.5,Active,69095.97
666,1098,2340,2023-10-27,48,16700,8.42,Active,12393.57
667,1100,3894,2023-08-14,36,13900,10.07,Active,8234.65
668,1103,3248,2017-12-24,24,2900,13.48,Paid Off,0.0
669,1104,3447,2022-06-24,60,45500,17.1,Active,27507.27
670,1107,2813,2020-04-19,48,21900,11.09,Defaulted,10309.92
671,1108,2205,2019-03-28,36,15800,18.71,Paid Off,0.0
672,1110,178,2023-01-04,24,24100,11.25,Paid Off,0.0
673,1112,1638,2018-05-11,36,9900,20.67,Paid Off,0.0
674,1113,841,2020-03-28,48,12900,12.85,Paid Off,0.0
675,1115,3369,2019-04-20,36,16500,12.15,Paid Off,0.0
676,1117,4764,2018-06-03,12,4300,7.09,Paid Off,0.0
677,1118,3604,2022-06-05,48,8800,13.51,Active,3668.56
678,1120,373,2021-02-26,24,7500,8.27,Paid Off,0.0
679,1122,3217,2023-07-31,48,44000,18.27,Active,31903.49
680,1123,4835,2021-12-12,24,9500,16.42,Paid Off,0.0
681,1126,3850,2022-02-21,12,1900,15.48,Paid Off,0.0
682,1127,1727,2020-05-06,48,74100,12.39,Paid Off,0.0
683,1130,4607,2020-11-07,24,7800,18.55,Defaulted,3601.59
684,1132,2939,2021-09-30,24,9300,21.24,Paid Off,0.0
685,1133,1312,2020-02-29,60,37500,18.57,Active,1884.0
686,1135,3330,2018-01-13,24,8200,18.46,Paid Off,0.0
687,1136,3535,2023-03-01,60,27200,12.3,Active,19093.21
688,1137,446,2018-11-18,24,3300,14.91,Paid Off,0.0
689,1138,469,2019-08-04,48,18100,14.78,Paid Off,0.0
690,1139,3997,2022-11-20,24,14200,19.92,Paid Off,0.0
691,1141,1766,2018-04-28,48,7000,15.86,Paid Off,0.0
692,1143,401,2019-12-10,12,2900,20.01,Paid Off,0.0
693,1145,4985,2023-09-21,60,44700,15.09,Active,36446.37
694,1146,3609,2018-04-04,60,29600,18.89,Paid Off,0.0
695,1147,1658,2021-02-04,48,19800,13.89,Active,533.79
696,1152,496,2020-08-14,36,9000,11.81,Paid Off,0.0
697,1154,4276,2019-10-10,24,8500,18.96,Paid Off,0.0
698,1155,3393,2023-02-05,48,49900,10.31,Active,28530.31
699,1156,307,2021-07-21,48,21200,13.79,Late,3860.17
700,1157,1273,2018-03-30,48,21500,18.19,Paid Off,0.0
701,1159,1414,2023-07-20,24,24500,10.21,Active,7667.33
702,1160,3811,2018-07-04,48,15800,13.08,Paid Off,0.0
703,1163,3825,2023-01-13,24,4400,13.4,Active,207.69
704,1165,3949,2019-08-16,36,24100,14.25,Paid Off,0.0
705,1166,4606,2018-09-26,60,46000,11.94,Defaulted,21720.49
706,1171,2853,2018-10-14,24,9500,17.15,Paid Off,0.0
707,1172,1601,2021-05-02,12,2400,15.11,Paid Off,0.0
708,1173,911,2020-11-24,12,2800,20.67,Paid Off,0.0
709,1174,2550,2021-11-14,12,3100,21.24,Paid Off,0.0
710,1176,1359,2018-11-28,60,53000,14.21,Paid Off,0.0
711,1179,191,2019-12-22,24,24300,7.24,Paid Off,0.0
712,1181,198,2022-06-15,12,4300,19.13,Paid Off,0.0
713,1182,4816,2020-08-26,12,4900,19.4,Paid Off,0.0
714,1183,4075,2021-11-12,36,6900,14.24,Paid Off,0.0
715,1184,4682,2021-10-10,36,13200,15.12,Paid Off,0.0
716,1186,1826,2022-06-23,60,25500,18.27,Active,15591.35
717,1189,3182,2020-06-08,48,23300,17.34,Paid Off,0.0
718,1192,1380,2022-04-02,24,6700,17.25,Paid Off,0.0
719,1193,2649,2022-12-18,24,22700,9.8,Paid Off,0.0
720,1194,3022,2022-03-18,24,6100,14.41,Paid Off,0.0
721,1195,3416,2022-04-02,24,10100,14.1,Paid Off,0.0
722,1196,4478,2021-08-30,60,38900,16.48,Late,16618.65
723,1199,3815,2019-07-28,24,5100,14.88,Paid Off,0.0
724,1200,773,2018-04-17,24,23100,12.38,Paid Off,0.0
725,1201,4709,2020-12-31,24,8800,10.34,Defaulted,3887.95
726,1202,279,2020-06-23,24,9700,16.31,Paid Off,0.0
727,1205,2799,2021-03-14,48,48700,11.1,Active,2487.52
728,1206,2293,2022-03-06,48,26000,20.14,Active,9822.82
729,1207,3267,2018-06-15,48,19900,14.68,Paid Off,0.0
730,1208,3325,2018-01-17,60,46100,17.59,Paid Off,0.0
731,1212,342,2021-12-23,24,7700,14.55,Paid Off,0.0
732,1213,3018,2018-04-08,48,47700,17.77,Paid Off,0.0
733,1214,684,2019-02-15,60,45200,14.4,Paid Off,0.0
734,1215,301,2018-02-19,36,8200,15.96,Paid Off,0.0
735,1217,1272,2019-07-11,24,2600,20.18,Paid Off,0.0
736,1218,1524,2022-03-12,12,3200,19.95,Paid Off,0.0
737,1219,904,2018-12-02,24,13500,15.96,Paid Off,0.0
738,1221,4929,2020-12-14,24,7700,11.62,Paid Off,0.0
739,1222,748,2023-04-20,48,6100,19.9,Late,4123.7
740,1223,2380,2019-07-09,12,4200,15.26,Paid Off,0.0
741,1224,914,2020-08-19,24,8400,8.94,Paid Off,0.0
742,1225,3536,2019-12-25,48,22100,19.36,Paid Off,0.0
743,1228,800,2019-01-08,36,21200,17.8,Paid Off,0.0
744,1229,2662,2022-03-04,36,11900,11.53,Active,774.0
745,1230,1666,2020-10-09,24,13000,9.8,Paid Off,0.0
746,1231,3021,2022-08-20,48,16000,19.24,Active,8164.93
747,1233,409,2021-11-01,24,7900,9.04,Paid Off,0.0
748,1234,3774,2020-09-30,12,3800,11.6,Paid Off,0.0
749,1236,3809,2020-09-09,48,16500,11.73,Defaulted,7819.23
750,1239,943,2021-01-01,12,4100,19.42,Paid Off,0.0
751,1240,340,2022-11-05,48,27200,12.25,Active,14115.73
752,1243,613,2020-12-03,24,4300,11.32,Paid Off,0.0
753,1245,2138,2023-07-31,36,6600,19.74,Active,3960.39
754,1246,4218,2017-12-21,24,4300,18.95,Paid Off,0.0
755,1247,172,2023-02-24,60,42500,13.94,Active,30201.02
756,1249,2661,2021-10-07,36,24300,18.43,Paid Off,0.0
757,1250,1355,2019-11-05,48,11600,20.38,Paid Off,0.0
758,1251,4804,2020-08-05,48,15900,17.21,Paid Off,0.0
759,1253,4678,2018-01-28,24,3900,7.44,Paid Off,0.0
760,1254,234,2023-10-04,24,24200,7.89,Active,9523.75
761,1256,3628,2021-01-30,48,17000,9.67,Active,425.05
762,1258,522,2022-05-01,36,7300,21.2,Active,1056.06
763,1261,3209,2018-11-27,24,4400,13.04,Paid Off,0.0
764,1262,1993,2018-08-23,24,13700,19.31,Paid Off,0.0
765,1264,1718,2022-05-07,24,5500,16.83,Paid Off,0.0
766,1266,313,2018-09-21,48,21000,11.45,Paid Off,0.0
767,1267,820,2022-01-17,24,5400,18.23,Paid Off,0.0
768,1268,2039,2020-08-11,24,21000,19.56,Paid Off,0.0
769,1269,3479,2019-11-18,48,8100,20.45,Paid Off,0.0
770,1273,3709,2022-03-18,36,17400,21.12,Active,1902.5
771,1275,426,2018-09-12,48,21500,17.68,Defaulted,10809.84
772,1276,2714,2023-04-17,24,11500,16.7,Active,2190.96
773,1279,2535,2021-01-03,24,7400,15.32,Paid Off,0.0
774,1283,1875,2018-08-30,12,2400,12.69,Paid Off,0.0
775,1284,2743,2018-10-01,24,7300,12.36,Paid Off,0.0
776,1286,2362,2020-10-30,48,5900,19.18,Paid Off,0.0
777,1288,4219,2019-06-01,48,9700,17.32,Defaulted,4860.12
778,1289,1386,2023-12-04,12,4900,16.6,Paid Off,0.0
779,1291,3053,2021-05-28,24,8900,7.42,Defaulted,3868.93
780,1292,205,2018-12-27,12,1200,6.8,Paid Off,0.0
781,1293,188,2018-09-04,24,24800,15.01,Paid Off,0.0
782,1294,4939,2023-08-18,24,7200,7.41,Active,2519.12
783,1296,1645,2022-06-16,12,4600,17.17,Paid Off,0.0
784,1297,3878,2021-10-26,48,11400,14.48,Active,2943.85
785,1298,565,2023-04-03,36,9100,12.27,Active,4199.69
786,1300,1042,2018-09-30,36,9600,12.01,Paid Off,0.0
787,1301,1185,2018-01-10,60,33100,8.14,Paid Off,0.0
788,1302,203,2020-01-05,12,1400,11.39,Paid Off,0.0
789,1303,3175,2021-05-27,48,26000,17.15,Active,3605.22
790,1307,3218,2018-10-03,24,1900,21.02,Paid Off,0.0
791,1308,3353,2023-12-18,36,15400,19.54,Active,11223.62
792,1309,273,2020-07-09,24,5100,13.91,Paid Off,0.0
793,1311,1480,2018-02-13,48,10300,20.47,Defaulted,5317.09
794,1312,312,2021-09-22,24,5100,19.27,Paid Off,0.0
795,1313,4563,2023-02-04,24,23000,15.09,Active,1102.32
796,1315,4537,2019-08-01,36,9700,20.22,Paid Off,0.0
797,1316,2989,2019-04-05,60,29000,18.73,Paid Off,0.0
798,1318,3691,2018-08-07,48,12400,14.63,Defaulted,6051.27
799,1320,4250,2022-01-04,48,41700,12.59,Active,12457.1
800,1321,3066,2020-03-16,60,73900,15.63,Active,3496.75
801,1322,889,2020-03-22,12,3900,12.2,Paid Off,0.0
802,1324,3320,2020-02-13,36,23500,14.66,Paid Off,0.0
803,1325,2040,2023-04-26,24,16500,12.5,Active,3042.64
804,1327,473,2020-04-15,24,4500,17.83,Paid Off,0.0
805,1328,4455,2023-08-25,24,3600,15.42,Active,1324.44
806,1330,2076,2019-09-03,24,14500,12.58,Paid Off,0.0
807,1331,4825,2019-12-04,24,5100,20.81,Paid Off,0.0
808,1332,1237,2021-05-18,36,9900,14.06,Paid Off,0.0
809,1333,2795,2018-08-07,12,2500,18.03,Paid Off,0.0
810,1334,3409,2022-01-18,48,6400,18.83,Active,2227.9
811,1335,1193,2020-05-04,36,15800,17.84,Paid Off,0.0
812,1337,427,2022-06-23,48,20400,14.17,Active,9020.12
813,1338,1400,2021-11-28,24,21800,14.16,Paid Off,0.0
814,1340,4055,2020-11-24,24,8400,21.48,Paid Off,0.0
815,1341,4136,2020-04-26,24,2800,11.36,Paid Off,0.0
816,1342,1783,2022-12-20,48,24000,16.63,Active,13964.07
817,1343,1722,2019-07-02,48,77900,16.76,Paid Off,0.0
818,1344,709,2018-12-02,36,14300,12.62,Paid Off,0.0
819,1345,3971,2019-06-26,48,14200,13.12,Paid Off,0.0
820,1346,4357,2023-10-05,24,22100,12.62,Active,8943.75
821,1348,2207,2018-09-16,24,8600,17.47,Paid Off,0.0
822,1349,2729,2023-01-21,24,6400,8.59,Active,289.11
823,1351,3087,2020-12-16,60,67800,13.08,Late,15938.59
824,1352,3383,2019-07-10,12,3100,19.33,Paid Off,0.0
825,1353,229,2019-03-30,12,1000,20.32,Paid Off,0.0
826,1354,4844,2022-01-22,24,8400,19.85,Paid Off,0.0
827,1356,3911,2023-06-26,48,21900,15.68,Active,15233.64
828,1357,3397,2023-01-11,36,10400,13.65,Active,3946.35
829,1359,1608,2019-05-26,12,3100,16.77,Paid Off,0.0
830,1360,2846,2021-06-25,36,7600,19.21,Defaulted,3699.57
831,1361,1209,2020-11-16,12,4600,15.96,Paid Off,0.0
832,1363,4932,2019-07-23,24,3300,10.55,Paid Off,0.0
833,1364,2957,2021-09-06,48,26100,13.57,Late,5383.3
834,1366,4189,2018-10-31,48,34800,11.08,Paid Off,0.0
835,1367,2750,2022-06-23,36,9200,20.22,Active,1941.53
836,1368,1919,2022-02-03,48,16600,12.85,Active,5362.78
837,1369,2877,2019-04-17,24,4100,20.32,Paid Off,0.0
838,1370,472,2019-05-12,48,5200,19.31,Paid Off,0.0
839,1371,1169,2020-12-07,48,43900,16.78,Paid Off,0.0
840,1372,2248,2023-06-06,24,4800,11.76,Active,1094.68
841,1374,223,2021-01-10,48,20100,18.48,Paid Off,0.0
842,1375,382,2022-03-02,24,8500,12.0,Defaulted,3789.7
843,1376,3912,2018-11-04,12,2700,7.27,Paid Off,0.0
844,1380,4264,2019-11-09,24,11600,11.54,Paid Off,0.0
845,1381,405,2022-12-31,36,5900,20.15,Active,2370.03
846,1382,4910,2023-10-23,24,2500,11.81,Active,1113.46
847,1383,4020,2022-03-24,48,40400,16.37,Active,15539.77
848,1384,702,2019-10-22,48,9800,10.53,Paid Off,0.0
849,1386,4767,2019-03-08,60,94600,20.2,Paid Off,0.0
850,1387,3436,2021-11-06,12,3200,20.06,Paid Off,0.0
851,1389,4548,2023-03-12,48,15000,20.12,Active,9575.64
852,1391,4819,2022-06-11,24,12400,13.48,Paid Off,0.0
853,1392,2007,2021-09-06,60,25200,16.08,Active,10707.73
854,1393,4605,2021-08-08,36,9500,17.48,Paid Off,0.0
855,1394,4359,2019-08-17,36,23800,15.09,Paid Off,0.0
856,1395,3031,2022-12-10,24,3800,14.18,Paid Off,0.0
857,1396,1853,2022-03-24,36,9200,14.43,Active,926.7
