account_id,customer_id,account_type,account_status,open_date,current_balance,credit_limit
1123,1123,Credit Card,Active,2013-03-09,0.0,4000.0
1124,1124,Savings,Active,2010-07-19,2719605.44,
1125,1125,Savings,Active,2010-11-28,1033015.31,
1126,1126,Savings,Active,2025-03-30,61455.7,
1127,1127,Credit Card,Active,2016-03-29,0.0,3000.0
1128,1128,Credit Card,Active,2025-09-15,-371.97,3000.0
1129,1129,Savings,Active,2019-10-02,399044.29,
1130,1130,Checking,Active,2022-08-14,343514.41,
1131,1131,Checking,Active,2014-12-29,740563.91,
1132,1132,Checking,Active,2010-05-15,1081109.68,
1133,1133,Checking,Active,2017-12-08,220701.27,
1134,1134,Checking,Active,2017-05-11,222541.53,
1135,1135,Checking,Active,2017-04-27,19922326.87,
1136,1136,Savings,Active,2011-07-19,645448.62,
1137,1137,Checking,Active,2014-05-04,852595.29,
1138,1138,Credit Card,Active,2011-09-03,-482.07,10000.0
1139,1139,Credit Card,Active,2013-06-21,0.0,8000.0
1140,1140,Checking,Active,2023-09-11,985804.69,
1141,1141,Savings,Active,2012-05-26,1202884.71,
1142,1142,Checking,Active,2024-08-12,312805.67,
1143,1143,Credit Card,Active,2015-08-17,0.0,2000.0
1144,1144,Savings,Active,2025-07-30,25401.49,
1145,1145,Checking,Active,2020-02-02,875742.15,
1146,1146,Savings,Active,2018-01-01,337860.35,
1147,1147,Checking,Active,2018-03-01,480261.39,
1148,1148,Credit Card,Active,2023-02-01,-718.54,8000.0
1149,1149,Credit Card,Active,2012-07-19,0.0,10000.0
1150,1150,Savings,Inactive,2024-09-19,97761.81,
1151,1151,Credit Card,Active,2015-12-22,0.0,2000.0
1152,1152,Checking,Active,2025-05-06,32883.89,
1153,1153,Checking,Active,2021-11-16,1434762.95,
1154,1154,Savings,Active,2022-10-18,209388.97,
1155,1155,Credit Card,Active,2022-02-06,0.0,2000.0
1156,1156,Credit Card,Active,2024-11-30,0.0,2000.0
1157,1157,Credit Card,Active,2024-10-30,0.0,10000.0
1158,1158,Checking,Active,2016-03-19,1443524.09,
1159,1159,Savings,Active,2021-05-13,211842.26,
1160,1160,Savings,Active,2013-05-21,501510.96,
1161,1161,Checking,Active,2014-01-10,1376687.34,
1162,1162,Savings,Active,2024-05-26,87934.55,
1163,1163,Checking,Active,2025-05-02,45669.33,
1164,1164,Credit Card,Active,2019-11-14,-877.36,8000.0
1165,1165,Credit Card,Active,2012-10-17,0.0,4000.0
1166,1166,Checking,Active,2011-06-19,824927.51,
1167,1167,Checking,Inactive,2013-02-23,997820.63,
1168,1168,Savings,Active,2014-03-09,744805.68,
1169,1169,Credit Card,Active,2021-07-17,0.0,4000.0
1170,1170,Savings,Active,2023-09-14,344658.2,
1171,1171,Credit Card,Active,2014-04-06,0.0,6000.0
1172,1172,Credit Card,Active,2017-06-24,0.0,7500.0
1173,1173,Checking,Active,2012-03-15,905019.8,
1174,1174,Savings,Active,2022-10-14,195870.77,
1175,1175,Credit Card,Active,2010-06-19,-193.89,30000.0
1176,1176,Checking,Active,2025-02-26,82598.38,
1177,1177,Credit Card,Active,2024-07-20,0.0,10000.0
1178,1178,Checking,Active,2017-07-15,1421540.19,
1179,1179,Savings,Active,2022-12-31,395030.1,
1180,1180,Checking,Active,2011-08-29,515773.8,
1181,1181,Checking,Active,2017-10-12,346050.14,
1182,1182,Checking,Active,2012-11-10,354143.91,
1183,1183,Savings,Active,2018-02-05,1089664.41,
1184,1184,Checking,Active,2024-05-21,52786.35,
1185,1185,Credit Card,Active,2011-03-18,0.0,2000.0
1186,1186,Checking,Active,2017-10-21,338659.09,
1187,1187,Checking,Active,2018-10-26,511290.05,
1188,1188,Savings,Active,2013-03-14,585035.86,
1189,1189,Checking,Active,2013-05-20,81821.19,
1190,1190,Credit Card,Active,2013-04-30,0.0,2000.0
1191,1191,Savings,Active,2011-10-16,1875256.0,
1192,1192,Credit Card,Active,2019-03-25,0.0,4000.0
1193,1193,Credit Card,Active,2014-04-28,0.0,5000.0
1194,1194,Credit Card,Active,2014-12-10,-1161.09,30000.0
1195,1195,Checking,Active,2025-02-02,26400.47,
1196,1196,Checking,Active,2021-10-31,132875.39,
1197,1197,Savings,Active,2025-11-14,1219.46,
1198,1198,Checking,Active,2023-05-01,228279.6,
1199,1199,Certificate of Deposit,Active,2015-01-13,77063.95,
1200,1200,Checking,Active,2021-07-28,185720.64,
1201,1201,Checking,Active,2016-11-25,648914.55,
1202,1202,Credit Card,Active,2012-12-23,-970.14,2000.0
1203,1203,Savings,Active,2012-02-03,747983.75,
1204,1204,Savings,Active,2014-06-04,634577.63,
1205,1205,Credit Card,Active,2020-12-12,0.0,8000.0
1206,1206,Checking,Active,2025-07-09,-422.46,
1207,1207,Savings,Active,2024-09-09,57909.46,
1208,1208,Savings,Inactive,2016-10-23,720875.29,
1209,1209,Savings,Active,2010-05-16,1206864.81,
1210,1210,Savings,Active,2010-10-12,965443.24,
1211,1211,Credit Card,Active,2018-05-21,0.0,6000.0
1212,1212,Checking,Active,2013-06-20,643622.2,
1213,1213,Checking,Active,2014-05-26,823528.49,
1214,1214,Checking,Active,2018-11-15,524261.59,
1215,1215,Credit Card,Active,2023-10-26,0.0,50000.0
1216,1216,Certificate of Deposit,Active,2018-11-19,1322.51,
1217,1217,Credit Card,Active,2022-03-26,-0.0,2000.0
1218,1218,Savings,Active,2013-10-06,935211.24,
1219,1219,Savings,Active,2022-11-06,2115584.85,
1220,1220,Checking,Active,2011-03-01,2570529.79,
1221,1221,Credit Card,Active,2024-06-05,0.0,25000.0
1222,1222,Savings,Active,2023-01-06,250432.04,
1223,1223,Checking,Active,2017-07-02,629564.75,
1224,1224,Savings,Active,2021-05-17,291074.2,
1225,1225,Savings,Active,2013-01-12,342041.09,
1226,1226,Checking,Active,2019-10-03,194391.22,
1227,1227,Checking,Active,2013-04-25,790693.94,
1228,1228,Savings,Active,2013-11-19,7.66,
1229,1229,Savings,Active,2019-08-11,810448.86,
1230,1230,Certificate of Deposit,Active,2024-07-21,21093.76,
1231,1231,Credit Card,Active,2023-11-01,0.0,6000.0
1232,1232,Credit Card,Active,2010-01-19,0.0,10000.0
1233,1233,Checking,Active,2014-03-15,100193.73,
1234,1234,Credit Card,Active,2010-04-01,0.0,20000.0
1235,1235,Checking,Inactive,2021-10-06,209722.74,
1236,1236,Savings,Inactive,2021-12-18,316571.21,
1237,1237,Savings,Active,2014-10-15,996775.04,
1238,1238,Checking,Active,2010-07-17,868037.27,
1239,1239,Checking,Active,2012-01-15,736734.29,
1240,1240,Credit Card,Active,2013-11-09,0.0,5000.0
1241,1241,Credit Card,Active,2024-10-04,-786.17,7500.0
1242,1242,Checking,Active,2015-11-22,1131192.16,
1243,1243,Savings,Active,2022-02-22,84.42,
1244,1244,Credit Card,Active,2021-04-20,0.0,5000.0
1245,1245,Credit Card,Active,2023-02-20,-998.43,4000.0
1246,1246,Credit Card,Active,2023-11-06,0.0,4000.0
1247,1247,Savings,Active,2014-06-12,799000.84,
1248,1248,Credit Card,Active,2012-11-09,-469.06,2000.0
1249,1249,Credit Card,Active,2017-12-03,0.0,2000.0
1250,1250,Credit Card,Active,2018-01-18,0.0,7500.0
1251,1251,Checking,Active,2018-03-07,341592.13,
1252,1252,Credit Card,Active,2025-11-26,0.0,5000.0
1253,1253,Credit Card,Active,2012-02-08,0.0,6000.0
1254,1254,Savings,Active,2019-09-25,518928.6,
1255,1255,Checking,Inactive,2018-12-22,381543.69,
1256,1256,Savings,Active,2013-07-16,283683.26,
1257,1257,Checking,Active,2011-12-17,258705.89,
1258,1258,Checking,Active,2016-09-07,494619.99,
1259,1259,Credit Card,Active,2022-06-30,0.0,20000.0
1260,1260,Checking,Inactive,2014-06-04,773863.26,
1261,1261,Savings,Active,2024-02-10,42264.96,
1262,1262,Credit Card,Active,2014-12-28,0.0,2000.0
1263,1263,Savings,Inactive,2013-10-07,465939.52,
1264,1264,Credit Card,Active,2014-03-23,0.0,4000.0
1265,1265,Savings,Active,2023-03-01,94113.79,
1266,1266,Savings,Active,2021-05-07,186641.59,
1267,1267,Checking,Inactive,2011-09-02,1652234.96,
1268,1268,Savings,Active,2010-11-20,894589.19,
1269,1269,Certificate of Deposit,Active,2021-09-15,59051.64,
1270,1270,Checking,Active,2010-05-02,-489.66,
1271,1271,Credit Card,Active,2016-03-13,0.0,2000.0
1272,1272,Savings,Active,2025-05-26,55093.78,
1273,1273,Credit Card,Active,2023-04-07,-1216.4,10000.0
1274,1274,Checking,Active,2024-03-25,101065.29,
1275,1275,Checking,Active,2020-01-26,2181098.03,
1276,1276,Savings,Active,2019-02-21,536334.45,
1277,1277,Savings,Active,2010-07-26,1409497.13,
1278,1278,Checking,Active,2023-01-03,140700.08,
1279,1279,Checking,Active,2022-11-17,290241.77,
1280,1280,Savings,Active,2015-09-28,550895.23,
1281,1281,Checking,Active,2023-04-10,53623.84,
1282,1282,Checking,Active,2017-07-16,381212.13,
1283,1283,Checking,Active,2017-12-22,979919.02,
1284,1284,Certificate of Deposit,Active,2020-05-22,24912.41,
1285,1285,Checking,Active,2012-10-09,2312704.84,
1286,1286,Savings,Active,2011-05-19,200685.04,
1287,1287,Savings,Inactive,2012-04-26,848185.72,
1288,1288,Credit Card,Active,2016-03-31,0.0,2000.0
1289,1289,Checking,Active,2019-05-09,81112.84,
1290,1290,Checking,Active,2017-12-12,753558.0,
1291,1291,Checking,Active,2015-06-04,383009.02,
1292,1292,Credit Card,Active,2025-08-18,-852.02,25000.0
1293,1293,Credit Card,Active,2024-03-19,0.0,2000.0
1294,1294,Checking,Active,2016-02-17,705774.09,
1295,1295,Checking,Active,2012-07-28,1604058.86,
1296,1296,Certificate of Deposit,Active,2013-09-02,32511.34,
1297,1297,Checking,Active,2025-04-03,18625.49,
1298,1298,Savings,Active,2024-12-16,102477.65,
1299,1299,Savings,Inactive,2023-01-27,176638.39,
1300,1300,Credit Card,Inactive,2013-06-15,-941.93,3000.0
1301,1301,Credit Card,Active,2010-02-16,0.0,3000.0
1302,1302,Savings,Active,2021-09-10,163379.9,
1303,1303,Checking,Active,2018-09-21,815042.64,
1304,1304,Savings,Active,2017-06-21,857903.63,
1305,1305,Checking,Active,2013-12-28,204495.4,
1306,1306,Credit Card,Inactive,2019-03-27,0.0,2000.0
1307,1307,Savings,Active,2024-06-11,112525.27,
1308,1308,Checking,Active,2012-04-23,682748.96,
1309,1309,Checking,Active,2023-11-20,-477.45,
1310,1310,Credit Card,Active,2020-09-07,-0.0,2000.0
1311,1311,Credit Card,Inactive,2019-09-26,0.0,7500.0
1312,1312,Checking,Inactive,2017-06-27,324154.72,
1313,1313,Checking,Active,2013-06-15,4034019.3,
1314,1314,Checking,Active,2021-07-14,440591.76,
1315,1315,Credit Card,Active,2013-02-11,0.0,3000.0
1316,1316,Checking,Active,2020-03-14,289197.25,
1317,1317,Savings,Active,2016-08-29,931579.83,
1318,1318,Checking,Active,2018-07-24,815867.63,
1319,1319,Savings,Active,2022-10-07,333019.53,
1320,1320,Checking,Active,2016-01-07,643922.51,
1321,1321,Checking,Active,2019-04-17,818321.99,
1322,1322,Savings,Active,2021-05-17,311985.85,
1323,1323,Checking,Inactive,2019-05-09,121375.17,
1324,1324,Credit Card,Active,2023-12-04,0.0,5000.0
1325,1325,Checking,Active,2016-07-18,654357.74,
1326,1326,Credit Card,Active,2024-03-22,-0.0,2000.0
1327,1327,Credit Card,Active,2017-02-21,0.0,4000.0
1328,1328,Credit Card,Active,2023-01-24,0.0,3000.0
1329,1329,Credit Card,Active,2023-05-07,0.0,2000.0
1330,1330,Checking,Active,2023-05-19,147032.18,
1331,1331,Credit Card,Active,2011-08-02,0.0,4000.0
1332,1332,Checking,Active,2021-05-03,296034.13,
1333,1333,Checking,Active,2012-10-26,1319508.22,
1334,1334,Credit Card,Active,2015-06-29,0.0,8000.0
1335,1335,Savings,Active,2017-03-28,676080.3,
1336,1336,Checking,Active,2014-01-03,331656.94,
1337,1337,Savings,Active,2010-08-18,873836.8,
1338,1338,Savings,Active,2010-08-09,2376717.56,
1339,1339,Savings,Active,2012-02-01,2136186.16,
1340,1340,Checking,Active,2021-06-16,266497.8,
1341,1341,Savings,Active,2015-09-05,659724.8,
1342,1342,Credit Card,Active,2022-11-02,0.0,2000.0
1343,1343,Credit Card,Active,2024-04-01,0.0,10000.0
1344,1344,Credit Card,Active,2022-08-26,0.0,7500.0
1345,1345,Savings,Active,2018-07-07,978125.7,
1346,1346,Savings,Active,2014-10-27,730451.58,
1347,1347,Checking,Active,2010-05-11,2865558.94,
1348,1348,Credit Card,Active,2023-06-21,0.0,7500.0
1349,1349,Checking,Active,2020-05-27,154310.74,
1350,1350,Certificate of Deposit,Active,2012-07-10,17031.03,
1351,1351,Savings,Active,2019-02-08,442235.96,
1352,1352,Checking,Active,2023-08-02,405322.58,
1353,1353,Checking,Active,2022-01-19,-449.76,
1354,1354,Savings,Active,2019-09-26,441961.57,
1355,1355,Credit Card,Active,2018-12-03,0.0,5000.0
1356,1356,Checking,Active,2010-02-10,1169057.96,
1357,1357,Checking,Active,2024-04-24,87919.64,
1358,1358,Credit Card,Active,2023-05-18,-810.48,2000.0
1359,1359,Credit Card,Active,2022-08-06,0.0,10000.0
1360,1360,Credit Card,Active,2014-08-13,0.0,2000.0
1361,1361,Checking,Inactive,2011-09-22,1196395.38,
1362,1362,Checking,Active,2021-08-24,473519.43,
1363,1363,Checking,Active,2014-02-23,8768797.22,
1364,1364,Checking,Active,2017-07-26,692318.47,
1365,1365,Certificate of Deposit,Active,2011-04-01,35805.26,
1366,1366,Checking,Active,2023-02-21,215039.84,
1367,1367,Certificate of Deposit,Inactive,2018-08-25,66789.15,
1368,1368,Checking,Active,2010-02-02,667599.51,
1369,1369,Savings,Active,2023-08-15,145430.55,
1370,1370,Savings,Active,2023-04-01,303355.91,
1371,1371,Savings,Active,2022-10-08,243500.0,
1372,1372,Checking,Active,2016-05-17,514600.51,
1373,1373,Savings,Active,2017-04-23,656583.57,
1374,1374,Savings,Active,2021-07-26,486686.72,
1375,1375,Savings,Active,2012-02-08,397624.72,
1376,1376,Savings,Active,2015-12-06,680585.91,
1377,1377,Credit Card,Active,2012-07-02,-545.46,7500.0
1378,1378,Savings,Active,2023-07-20,191101.26,
1379,1379,Credit Card,Active,2013-04-27,0.0,4000.0
1380,1380,Checking,Active,2019-10-09,378270.05,
1381,1381,Credit Card,Active,2021-01-21,0.0,2000.0
1382,1382,Checking,Active,2014-02-04,1752310.13,
1383,1383,Savings,Active,2016-02-06,478050.74,
1384,1384,Savings,Active,2016-10-21,660716.88,
1385,1385,Checking,Active,2014-07-31,639674.94,
1386,1386,Checking,Active,2022-03-17,139137.56,
1387,1387,Checking,Inactive,2024-12-13,41914.84,
1388,1388,Checking,Active,2023-03-11,1512003.48,
1389,1389,Savings,Active,2016-04-12,374680.31,
1390,1390,Credit Card,Active,2010-07-24,-402.81,5000.0
1391,1391,Checking,Active,2011-05-05,1071491.41,
1392,1392,Checking,Active,2022-08-01,245836.49,
1393,1393,Credit Card,Active,2011-06-01,0.0,3000.0
1394,1394,Checking,Active,2020-08-08,258702.43,
1395,1395,Checking,Active,2018-03-04,675061.6,
1396,1396,Savings,Active,2017-06-28,618103.88,
1397,1397,Checking,Active,2018-06-09,198426.38,
1398,1398,Checking,Active,2010-02-13,367991.46,
1399,1399,Savings,Active,2015-01-20,504528.86,
1400,1400,Credit Card,Active,2022-09-14,0.0,2000.0
1401,1401,Credit Card,Active,2016-05-15,0.0,3000.0
1402,1402,Credit Card,Active,2011-09-07,0.0,3000.0
1403,1403,Checking,Active,2020-05-13,266611.17,
1404,1404,Savings,Active,2014-09-24,1278967.12,
1405,1405,Checking,Active,2017-10-19,533452.17,
1406,1406,Credit Card,Active,2013-09-15,0.0,6000.0
1407,1407,Checking,Active,2013-10-16,88364.37,
1408,1408,Credit Card,Active,2014-03-26,0.0,2000.0
1409,1409,Credit Card,Active,2011-05-17,0.0,75000.0
1410,1410,Savings,Active,2012-08-17,619523.23,
1411,1411,Savings,Active,2024-03-01,101328.92,
1412,1412,Savings,Active,2015-11-14,572256.75,
1413,1413,Certificate of Deposit,Active,2015-08-30,30115.81,
1414,1414,Checking,Active,2014-12-11,272917.98,
1415,1415,Checking,Active,2025-08-29,6591.01,
1416,1416,Savings,Active,2011-05-11,1111938.24,
1417,1417,Savings,Active,2013-12-12,895588.69,
1418,1418,Checking,Active,2017-07-13,796007.04,
1419,1419,Savings,Active,2016-06-11,569480.45,
1420,1420,Credit Card,Active,2024-01-26,0.0,2000.0
1421,1421,Credit Card,Inactive,2015-12-24,-702.99,8000.0
1422,1422,Savings,Active,2013-06-10,516157.77,
1423,1423,Checking,Active,2017-12-01,-336.16,
1424,1424,Checking,Active,2023-08-31,38784.84,
1425,1425,Savings,Active,2023-08-25,69940.63,
1426,1426,Checking,Active,2024-11-07,60849.06,
1427,1427,Checking,Active,2016-10-01,430680.01,
1428,1428,Savings,Active,2022-06-05,134398.47,
1429,1429,Checking,Active,2019-09-16,-483.58,
1430,1430,Checking,Active,2014-02-14,779275.55,
1431,1431,Savings,Active,2020-09-22,251188.54,
1432,1432,Certificate of Deposit,Active,2015-02-10,76807.92,
1433,1433,Certificate of Deposit,Active,2011-06-04,1778.35,
1434,1434,Savings,Active,2022-04-02,230898.81,
1435,1435,Savings,Active,2011-07-06,2146059.41,
1436,1436,Savings,Active,2013-02-01,881783.98,
1437,1437,Checking,Active,2023-11-19,100388.56,
1438,1438,Checking,Inactive,2015-02-13,745358.11,
1439,1439,Savings,Active,2025-09-02,14863.92,
1440,1440,Savings,Inactive,2011-04-02,1772677.95,
1441,1441,Checking,Active,2017-11-03,562140.1,
1442,1442,Credit Card,Active,2025-11-04,0.0,2000.0
1443,1443,Credit Card,Active,2025-06-29,0.0,25000.0
1444,1444,Credit Card,Active,2024-09-22,-353.45,7500.0
1445,1445,Checking,Active,2020-01-25,343848.48,
1446,1446,Certificate of Deposit,Active,2021-05-20,11968.63,
1447,1447,Savings,Active,2025-03-02,29301.41,
1448,1448,Savings,Active,2016-05-05,720180.22,
1449,1449,Checking,Active,2023-11-27,95892.32,
1450,1450,Certificate of Deposit,Active,2020-02-14,1258.12,
1451,1451,Checking,Active,2022-10-12,-460.86,
1452,1452,Checking,Active,2025-09-19,17716.03,
1453,1453,Credit Card,Active,2024-07-17,0.0,8000.0
1454,1454,Savings,Active,2010-08-30,1447091.85,
1455,1455,Savings,Inactive,2017-07-29,285950.43,
1456,1456,Checking,Active,2014-03-03,1050264.17,
1457,1457,Checking,Active,2023-10-02,188841.9,
1458,1458,Credit Card,Active,2012-08-20,0.0,75000.0
1459,1459,Savings,Active,2020-07-07,4638289.56,
1460,1460,Checking,Active,2011-01-13,1228009.18,
1461,1461,Savings,Active,2022-01-25,214255.76,
1462,1462,Savings,Active,2021-09-25,345580.82,
1463,1463,Credit Card,Active,2019-07-14,0.0,2000.0
1464,1464,Credit Card,Inactive,2017-04-01,0.0,7500.0
1465,1465,Savings,Active,2023-03-17,168412.05,
1466,1466,Checking,Active,2016-01-07,507474.91,
1467,1467,Checking,Active,2014-03-04,354824.93,
1468,1468,Checking,Active,2023-06-22,209108.74,
1469,1469,Checking,Active,2021-05-15,111602.41,
1470,1470,Savings,Active,2010-01-22,1018013.68,
1471,1471,Certificate of Deposit,Inactive,2020-11-21,24419.92,
1472,1472,Checking,Active,2010-08-01,481066.1,
1473,1473,Checking,Active,2022-03-10,232333.8,
1474,1474,Certificate of Deposit,Active,2019-11-09,25414.82,
1475,1475,Savings,Active,2013-10-25,1211179.52,
1476,1476,Savings,Active,2011-04-27,786161.38,
1477,1477,Checking,Active,2018-03-07,464049.18,
1478,1478,Savings,Active,2014-01-25,730383.7,
1479,1479,Checking,Active,2019-07-23,368211.09,
1480,1480,Checking,Active,2025-06-04,-401.62,
1481,1481,Checking,Active,2017-12-07,77166.65,
1482,1482,Credit Card,Active,2015-06-11,0.0,2000.0
1483,1483,Checking,Active,2025-09-24,17334.21,
1484,1484,Credit Card,Active,2020-08-16,0.0,2000.0
1485,1485,Checking,Active,2025-07-22,13575.77,
1486,1486,Savings,Active,2012-12-04,1054129.1,
1487,1487,Certificate of Deposit,Active,2024-12-10,51864.19,
1488,1488,Savings,Active,2012-01-15,997226.83,
1489,1489,Savings,Active,2024-05-06,112931.1,
1490,1490,Checking,Active,2021-12-14,109966.06,
1491,1491,Savings,Active,2017-09-12,552688.19,
1492,1492,Savings,Active,2017-02-22,779718.05,
1493,1493,Checking,Active,2022-07-14,245883.02,
1494,1494,Savings,Active,2012-04-06,1081218.31,
1495,1495,Savings,Inactive,2015-04-29,2674071.58,
1496,1496,Savings,Active,2010-06-01,1255315.77,
1497,1497,Credit Card,Active,2014-03-31,0.0,12000.0
1498,1498,Savings,Active,2015-04-30,772338.48,
1499,1499,Credit Card,Active,2017-03-04,0.0,8000.0
1500,1500,Credit Card,Active,2020-04-14,-690.92,2000.0
1501,1501,Credit Card,Inactive,2017-07-16,0.0,2000.0
1502,1502,Checking,Active,2017-10-03,319405.02,
1503,1503,Checking,Inactive,2018-11-25,865454.91,
1504,1504,Savings,Active,2018-04-07,107357.81,
1505,1505,Credit Card,Active,2024-12-09,0.0,5000.0
1506,1506,Checking,Active,2017-06-01,295208.19,
1507,1507,Credit Card,Active,2011-06-01,0.0,4000.0
1508,1508,Credit Card,Inactive,2020-11-12,0.0,12000.0
1509,1509,Checking,Active,2021-11-17,269860.34,
1510,1510,Checking,Active,2022-10-06,225233.75,
1511,1511,Credit Card,Active,2015-03-11,0.0,4000.0
1512,1512,Credit Card,Active,2015-05-15,0.0,20000.0
1513,1513,Savings,Active,2014-01-06,936803.62,
1514,1514,Credit Card,Active,2016-07-06,0.0,4000.0
1515,1515,Savings,Active,2015-03-03,1381963.99,
1516,1516,Savings,Active,2012-03-03,1690944.51,
1517,1517,Checking,Active,2012-07-08,989290.73,
1518,1518,Checking,Active,2019-01-25,2224636.5,
1519,1519,Certificate of Deposit,Active,2011-11-27,34980.84,
1520,1520,Checking,Active,2017-08-22,670271.4,
1521,1521,Credit Card,Active,2014-06-13,-794.3,3000.0
1522,1522,Checking,Active,2022-10-09,161555.38,
1523,1523,Certificate of Deposit,Active,2020-04-13,24995.45,
1524,1524,Savings,Active,2021-01-21,183172.39,
1525,1525,Checking,Active,2023-02-17,22327110.86,
1526,1526,Credit Card,Active,2020-01-05,0.0,5000.0
1527,1527,Checking,Active,2016-04-20,471131.51,
1528,1528,Checking,Active,2010-08-11,799281.01,
1529,1529,Credit Card,Inactive,2013-06-13,0.0,2000.0
1530,1530,Savings,Active,2017-05-17,586038.12,
1531,1531,Credit Card,Inactive,2018-02-10,0.0,5000.0
1532,1532,Credit Card,Active,2018-01-25,0.0,3000.0
1533,1533,Credit Card,Active,2025-11-28,0.0,15000.0
1534,1534,Checking,Active,2021-05-02,37272.95,
1535,1535,Checking,Active,2011-03-15,5025352.02,
1536,1536,Credit Card,Active,2017-04-07,0.0,2000.0
1537,1537,Checking,Active,2013-09-20,1452106.11,
1538,1538,Checking,Active,2024-05-05,14093386.16,
1539,1539,Checking,Active,2017-06-20,610603.36,
1540,1540,Checking,Active,2023-04-02,310089.16,
1541,1541,Savings,Active,2019-12-26,361196.02,
1542,1542,Checking,Active,2021-09-08,-472.96,
1543,1543,Checking,Active,2021-08-15,10602234.17,
1544,1544,Checking,Active,2012-10-05,1378212.81,
1545,1545,Savings,Active,2013-11-09,596229.44,
1546,1546,Checking,Inactive,2025-08-01,18322.11,
1547,1547,Checking,Active,2016-10-03,655245.87,
1548,1548,Checking,Active,2015-07-29,598191.28,
1549,1549,Certificate of Deposit,Active,2011-12-07,87161.63,
1550,1550,Savings,Active,2019-08-06,635006.48,
1551,1551,Savings,Active,2017-12-17,582452.6,
1552,1552,Checking,Active,2017-12-28,301658.11,
1553,1553,Checking,Active,2016-11-28,600758.55,
1554,1554,Checking,Active,2019-07-31,-496.41,
1555,1555,Checking,Active,2024-02-27,132733.18,
1556,1556,Credit Card,Active,2015-05-30,0.0,8000.0
1557,1557,Credit Card,Active,2024-06-18,-883.25,15000.0
1558,1558,Checking,Active,2018-01-16,237527.47,
1559,1559,Credit Card,Inactive,2019-10-02,0.0,2000.0
1560,1560,Credit Card,Active,2014-02-27,0.0,6000.0
1561,1561,Savings,Active,2015-06-14,356263.84,
1562,1562,Savings,Active,2013-10-23,852946.68,
1563,1563,Checking,Active,2022-03-25,193541.1,
1564,1564,Savings,Active,2013-05-14,1557392.93,
1565,1565,Checking,Active,2017-12-08,813206.05,
1566,1566,Savings,Active,2023-02-23,179947.98,
1567,1567,Checking,Active,2011-03-11,707588.26,
1568,1568,Certificate of Deposit,Active,2013-03-15,82917.59,
1569,1569,Savings,Active,2024-06-09,91433.64,
1570,1570,Savings,Active,2020-02-03,447520.6,
1571,1571,Credit Card,Active,2017-10-26,0.0,50000.0
1572,1572,Certificate of Deposit,Active,2012-08-09,16974.45,
1573,1573,Savings,Active,2011-11-27,925306.44,
1574,1574,Savings,Active,2024-08-02,90211.73,
1575,1575,Certificate of Deposit,Active,2021-05-06,11968.63,
1576,1576,Savings,Active,2012-12-30,1126590.95,
1577,1577,Savings,Active,2019-10-24,688992.13,
1578,1578,Credit Card,Active,2022-08-11,0.0,2000.0
1579,1579,Certificate of Deposit,Active,2025-08-30,10066.77,
1580,1580,Credit Card,Active,2015-09-25,0.0,6000.0
1581,1581,Savings,Active,2013-07-02,344329.15,
1582,1582,Credit Card,Active,2021-06-17,0.0,6000.0
1583,1583,Credit Card,Active,2024-04-08,0.0,4000.0
1584,1584,Savings,Active,2013-02-25,735403.93,
1585,1585,Checking,Active,2025-08-07,10881.86,
1586,1586,Savings,Active,2023-12-20,127645.06,
1587,1587,Checking,Active,2022-06-04,124705.22,
1588,1588,Checking,Active,2011-12-18,1546296.68,
1589,1589,Checking,Active,2021-07-12,256316.94,
1590,1590,Checking,Active,2025-01-15,29586.0,
1591,1591,Savings,Active,2015-02-27,8432273.37,
1592,1592,Credit Card,Active,2013-02-03,-0.0,3000.0
1593,1593,Checking,Active,2021-04-21,318948.19,
1594,1594,Checking,Active,2015-06-07,234555.69,
1595,1595,Checking,Active,2018-08-05,559152.83,
1596,1596,Checking,Active,2019-05-09,45719.31,
1597,1597,Checking,Active,2011-09-25,1268242.23,
1598,1598,Savings,Active,2020-09-23,266987.87,
1599,1599,Savings,Active,2018-02-05,0.15,
1600,1600,Savings,Active,2011-09-20,1013266.38,
1601,1601,Savings,Active,2022-01-25,419261.79,
1602,1602,Credit Card,Active,2012-06-30,-514.85,2000.0
1603,1603,Credit Card,Active,2021-07-22,0.0,8000.0
1604,1604,Savings,Active,2023-10-24,289648.97,
1605,1605,Savings,Active,2022-03-10,97666.64,
1606,1606,Savings,Active,2011-08-22,382573.63,
1607,1607,Savings,Inactive,2013-11-14,1784195.32,
1608,1608,Credit Card,Active,2025-04-23,-689.29,4000.0
1609,1609,Checking,Active,2023-07-12,72919.08,
1610,1610,Savings,Active,2021-07-29,591103.85,
1611,1611,Credit Card,Active,2012-11-14,0.0,2000.0
1612,1612,Credit Card,Active,2011-07-02,0.0,2000.0
1613,1613,Checking,Active,2013-04-18,74075.64,
1614,1614,Checking,Active,2013-09-02,639941.66,
1615,1615,Credit Card,Active,2023-10-14,0.0,75000.0
1616,1616,Certificate of Deposit,Active,2021-08-03,11849.74,
1617,1617,Savings,Active,2019-07-18,699206.47,
1618,1618,Checking,Active,2010-06-20,743522.15,
1619,1619,Checking,Active,2011-12-20,794094.48,
1620,1620,Certificate of Deposit,Active,2019-12-11,25330.39,
1621,1621,Checking,Active,2019-06-11,223025.25,
1622,1622,Checking,Active,2021-12-31,260880.03,
