payment_id,loan_id,payment_date,amount_due,amount_paid,interest_paid,payment_status
16160,533,2024-12-19,213.87,213.87,15.32,On-Time
16161,534,2020-02-10,596.9,596.9,132.72,On-Time
16162,534,2020-03-10,596.9,596.9,127.83,On-Time
16163,534,2020-04-10,596.9,596.9,122.89,On-Time
16164,534,2020-05-10,596.9,596.9,117.9,On-Time
16165,534,2020-06-10,596.9,596.9,112.85,On-Time
16166,534,2020-07-10,596.9,596.9,107.75,On-Time
16167,534,2020-08-10,596.9,596.9,102.6,On-Time
16168,534,2020-09-10,596.9,596.9,97.39,On-Time
16169,534,2020-10-10,596.9,596.9,92.13,On-Time
16170,534,2020-11-10,596.9,596.9,86.82,On-Time
16171,534,2020-12-10,596.9,596.9,81.44,On-Time
16172,534,2021-01-10,596.9,596.9,76.01,On-Time
16173,534,2021-02-10,596.9,596.9,70.53,On-Time
16174,534,2021-03-10,596.9,596.9,64.98,On-Time
16175,534,2021-04-10,596.9,596.9,59.38,On-Time
16176,534,2021-05-10,596.9,596.9,53.72,On-Time
16177,534,2021-06-10,596.9,596.9,48.0,On-Time
16178,534,2021-07-10,596.9,596.9,42.21,On-Time
16179,534,2021-08-10,596.9,596.9,36.37,On-Time
16180,534,2021-09-10,596.9,596.9,30.47,On-Time
16181,534,2021-10-10,596.9,596.9,24.5,On-Time
16182,534,2021-11-10,596.9,596.9,18.47,On-Time
16183,534,2021-12-10,596.9,596.9,12.38,On-Time
16184,534,2022-01-10,596.9,596.9,6.22,On-Time
16185,535,2019-12-17,250.5,250.5,135.08,On-Time
16186,535,2020-01-17,250.5,250.5,133.2,Late
16187,535,2020-02-17,250.5,250.5,131.3,On-Time
16188,535,2020-03-17,250.5,250.5,129.36,On-Time
16189,535,2020-04-17,250.5,250.5,127.38,On-Time
16190,535,2020-05-17,250.5,250.5,125.38,On-Time
16191,535,2020-06-17,250.5,250.5,123.34,On-Time
16192,535,2020-07-17,250.5,250.5,121.27,On-Time
16193,535,2020-08-17,250.5,250.5,119.17,On-Time
16194,535,2020-09-17,250.5,250.5,117.03,On-Time
16195,535,2020-10-17,250.5,250.5,114.86,On-Time
16196,535,2020-11-17,250.5,250.5,112.65,On-Time
16197,535,2020-12-17,250.5,250.5,110.41,On-Time
16198,535,2021-01-17,250.5,250.5,108.13,On-Time
16199,535,2021-02-17,250.5,250.5,105.81,On-Time
16200,535,2021-03-17,250.5,250.5,103.46,On-Time
16201,535,2021-04-17,250.5,250.5,101.07,On-Time
16202,535,2021-05-17,250.5,250.5,98.63,On-Time
16203,535,2021-06-17,250.5,250.5,96.16,On-Time
16204,535,2021-07-17,250.5,250.5,93.65,On-Time
16205,535,2021-08-17,250.5,250.5,91.1,On-Time
16206,535,2021-09-17,250.5,250.5,88.5,On-Time
16207,535,2021-10-17,250.5,250.5,85.87,On-Time
16208,535,2021-11-17,250.5,250.5,83.19,On-Time
16209,535,2021-12-17,250.5,250.5,80.46,On-Time
16210,535,2022-01-17,250.5,250.5,77.7,On-Time
16211,535,2022-02-17,250.5,250.5,74.88,On-Time
16212,535,2022-03-17,250.5,250.5,72.03,On-Time
16213,535,2022-04-17,250.5,250.5,69.12,Late
16214,535,2022-05-17,250.5,250.5,66.17,On-Time
16215,535,2022-06-17,250.5,250.5,63.17,On-Time
16216,535,2022-07-17,250.5,250.5,60.12,On-Time
16217,535,2022-08-17,250.5,250.5,57.02,On-Time
16218,535,2022-09-17,250.5,250.5,53.87,On-Time
16219,535,2022-10-17,250.5,250.5,50.67,On-Time
16220,535,2022-11-17,250.5,250.5,47.42,On-Time
16221,535,2022-12-17,250.5,250.5,44.12,On-Time
16222,535,2023-01-17,250.5,250.5,40.76,On-Time
16223,535,2023-02-17,250.5,250.5,37.34,On-Time
16224,535,2023-03-17,250.5,250.5,33.88,On-Time
16225,535,2023-04-17,250.5,250.5,30.35,On-Time
16226,535,2023-05-17,250.5,250.5,26.77,On-Time
16227,535,2023-06-17,250.5,250.5,23.13,On-Time
16228,535,2023-07-17,250.5,250.5,19.43,On-Time
16229,535,2023-08-17,250.5,250.5,15.66,On-Time
16230,535,2023-09-17,250.5,250.5,11.84,On-Time
16231,535,2023-10-17,250.5,250.5,7.96,On-Time
16232,535,2023-11-17,250.5,250.5,4.01,On-Time
16233,536,2020-06-27,1263.27,1263.27,812.54,On-Time
16234,536,2020-07-27,1263.27,1263.27,804.73,On-Time
16235,536,2020-08-27,1263.27,1263.27,796.79,On-Time
16236,536,2020-09-27,1263.27,1263.27,788.71,On-Time
16237,536,2020-10-27,1263.27,1263.27,780.49,On-Time
16238,536,2020-11-27,1263.27,1263.27,772.12,On-Time
16239,536,2020-12-27,1263.27,1263.27,763.61,On-Time
16240,536,2021-01-27,1263.27,1263.27,754.96,On-Time
16241,536,2021-02-27,1263.27,1263.27,746.15,On-Time
16242,536,2021-03-27,1263.27,1263.27,737.19,On-Time
16243,536,2021-04-27,1263.27,1263.27,728.08,On-Time
16244,536,2021-05-27,1263.27,1263.27,718.8,On-Time
16245,536,2021-06-27,1263.27,1263.27,709.37,On-Time
16246,536,2021-07-27,1263.27,1263.27,699.77,On-Time
16247,536,2021-08-27,1263.27,1263.27,690.01,On-Time
16248,536,2021-09-27,1263.27,1263.27,680.08,On-Time
16249,536,2021-10-27,1263.27,1263.27,669.98,On-Time
16250,536,2021-11-27,1263.27,1263.27,659.7,On-Time
16251,536,2021-12-27,1263.27,1263.27,649.24,On-Time
16252,536,2022-01-27,1263.27,1263.27,638.6,On-Time
16253,536,2022-02-27,1263.27,1263.27,627.78,On-Time
16254,536,2022-03-27,1263.27,1263.27,616.77,On-Time
16255,536,2022-04-27,1263.27,1263.27,605.57,On-Time
16256,536,2022-05-27,1263.27,1263.27,594.18,On-Time
16257,536,2022-06-27,1263.27,1263.27,582.58,On-Time
16258,536,2022-07-27,1263.27,1263.27,570.79,On-Time
16259,536,2022-08-27,1263.27,1263.27,558.79,On-Time
16260,536,2022-09-27,1263.27,1263.27,546.59,On-Time
16261,536,2022-10-27,1263.27,1263.27,534.17,On-Time
16262,536,2022-11-27,1263.27,1263.27,521.54,On-Time
16263,536,2022-12-27,1263.27,1263.27,508.69,On-Time
16264,536,2023-01-27,1263.27,1263.27,495.62,On-Time
16265,536,2023-02-27,1263.27,1263.27,482.32,On-Time
16266,536,2023-03-27,1263.27,1263.27,468.79,On-Time
16267,536,2023-04-27,1263.27,1263.27,455.02,On-Time
16268,536,2023-05-27,1263.27,1263.27,441.02,On-Time
16269,536,2023-06-27,1263.27,1263.27,426.78,On-Time
16270,536,2023-07-27,1263.27,1263.27,412.28,On-Time
16271,536,2023-08-27,1263.27,1263.27,397.54,On-Time
16272,536,2023-09-27,1263.27,1263.27,382.54,On-Time
16273,536,2023-10-27,1263.27,1263.27,367.28,On-Time
16274,536,2023-11-27,1263.27,1263.27,351.76,On-Time
16275,536,2023-12-27,1263.27,1263.27,335.97,On-Time
16276,536,2024-01-27,1263.27,1263.27,319.9,On-Time
16277,536,2024-02-27,1263.27,1263.27,303.56,On-Time
16278,536,2024-03-27,1263.27,1263.27,286.93,On-Time
16279,536,2024-04-27,1263.27,1263.27,270.02,On-Time
16280,536,2024-05-27,1263.27,1263.27,252.81,On-Time
16281,536,2024-06-27,1263.27,1263.27,235.3,On-Time
16282,536,2024-07-27,1263.27,1263.27,217.49,On-Time
16283,536,2024-08-27,1263.27,1263.27,199.37,On-Time
16284,536,2024-09-27,1263.27,1263.27,180.94,On-Time
16285,536,2024-10-27,1263.27,1263.27,162.19,On-Time
16286,536,2024-11-27,1263.27,1263.27,143.11,On-Time
16287,536,2024-12-27,1263.27,1263.27,123.71,On-Time
16288,537,2018-06-08,110.93,110.93,19.59,On-Time
16289,537,2018-07-08,110.93,110.93,18.1,On-Time
16290,537,2018-08-08,110.93,110.93,16.58,On-Time
16291,537,2018-09-08,110.93,110.93,15.04,On-Time
16292,537,2018-10-08,110.93,110.93,13.48,On-Time
16293,537,2018-11-08,110.93,110.93,11.89,On-Time
16294,537,2018-12-08,110.93,110.93,10.27,On-Time
16295,537,2019-01-08,110.93,110.93,8.63,On-Time
16296,537,2019-02-08,110.93,110.93,6.96,On-Time
16297,537,2019-03-08,110.93,110.93,5.26,On-Time
16298,537,2019-04-08,110.93,110.93,3.53,On-Time
16299,537,2019-05-08,110.93,110.93,1.78,On-Time
16300,538,2020-12-14,777.79,777.79,244.57,On-Time
16301,538,2021-01-14,777.79,777.79,238.95,On-Time
16302,538,2021-02-14,777.79,777.79,233.27,On-Time
16303,538,2021-03-14,777.79,777.79,227.52,On-Time
16304,538,2021-04-14,777.79,777.79,221.72,On-Time
16305,538,2021-05-14,777.79,777.79,215.86,On-Time
16306,538,2021-06-14,777.79,777.79,209.94,On-Time
16307,538,2021-07-14,777.79,777.79,203.95,On-Time
16308,538,2021-08-14,777.79,777.79,197.9,On-Time
16309,538,2021-09-14,777.79,777.79,191.79,On-Time
16310,538,2021-10-14,777.79,777.79,185.61,On-Time
16311,538,2021-11-14,777.79,777.79,179.37,On-Time
16312,538,2021-12-14,777.79,777.79,173.06,On-Time
16313,538,2022-01-14,777.79,777.79,166.69,On-Time
16314,538,2022-02-14,777.79,777.79,160.24,On-Time
16315,538,2022-03-14,777.79,777.79,153.73,On-Time
16316,538,2022-04-14,777.79,777.79,147.16,On-Time
16317,538,2022-05-14,777.79,777.79,140.51,On-Time
16318,538,2022-06-14,777.79,777.79,133.79,On-Time
16319,538,2022-07-14,777.79,777.79,127.0,On-Time
16320,538,2022-08-14,777.79,777.79,120.14,On-Time
16321,538,2022-09-14,777.79,777.79,113.21,On-Time
16322,538,2022-10-14,777.79,777.79,106.2,On-Time
16323,538,2022-11-14,777.79,777.79,99.12,On-Time
16324,538,2022-12-14,777.79,777.79,91.97,On-Time
16325,538,2023-01-14,777.79,777.79,84.74,On-Time
16326,538,2023-02-14,777.79,777.79,77.43,On-Time
16327,538,2023-03-14,777.79,777.79,70.05,On-Time
16328,538,2023-04-14,777.79,777.79,62.59,On-Time
16329,538,2023-05-14,777.79,777.79,55.05,On-Time
16330,538,2023-06-14,777.79,777.79,47.43,On-Time
16331,538,2023-07-14,777.79,777.79,39.73,On-Time
16332,538,2023-08-14,777.79,777.79,31.95,On-Time
16333,538,2023-09-14,777.79,777.79,24.09,On-Time
16334,538,2023-10-14,777.79,777.79,16.14,On-Time
16335,538,2023-11-14,777.79,777.79,8.11,On-Time
16336,539,2021-06-13,427.09,427.09,73.78,On-Time
16337,539,2021-07-13,427.09,427.09,70.98,On-Time
16338,539,2021-08-13,427.09,427.09,68.15,On-Time
16339,539,2021-09-13,427.09,427.09,65.3,On-Time
16340,539,2021-10-13,427.09,427.09,62.43,On-Time
16341,539,2021-11-13,427.09,427.09,59.54,On-Time
16342,539,2021-12-13,427.09,427.09,56.63,On-Time
16343,539,2022-01-13,427.09,427.09,53.69,On-Time
16344,539,2022-02-13,427.09,427.09,50.72,On-Time
16345,539,2022-03-13,427.09,427.09,47.74,On-Time
16346,539,2022-04-13,427.09,427.09,44.73,On-Time
16347,539,2022-05-13,427.09,427.09,41.7,On-Time
16348,539,2022-06-13,427.09,427.09,38.64,On-Time
16349,539,2022-07-13,427.09,427.09,35.56,On-Time
16350,539,2022-08-13,427.09,427.09,32.45,On-Time
16351,539,2022-09-13,427.09,427.09,29.32,On-Time
16352,539,2022-10-13,427.09,427.09,26.16,On-Time
16353,539,2022-11-13,427.09,427.09,22.98,On-Time
16354,539,2022-12-13,427.09,427.09,19.78,On-Time
16355,539,2023-01-13,427.09,427.09,16.55,On-Time
16356,539,2023-02-13,427.09,427.09,13.29,On-Time
16357,539,2023-03-13,427.09,427.09,10.01,On-Time
16358,539,2023-04-13,427.09,427.09,6.7,On-Time
16359,539,2023-05-13,427.09,427.09,3.36,On-Time
16360,540,2023-05-11,253.43,253.43,21.44,On-Time
16361,540,2023-06-11,253.43,253.43,19.72,On-Time
16362,540,2023-07-11,253.43,253.43,17.99,On-Time
16363,540,2023-08-11,253.43,253.43,16.25,On-Time
16364,540,2023-09-11,253.43,253.43,14.5,On-Time
16365,540,2023-10-11,253.43,253.43,12.73,On-Time
16366,540,2023-11-11,253.43,253.43,10.95,On-Time
16367,540,2023-12-11,253.43,253.43,9.16,On-Time
16368,540,2024-01-11,253.43,253.43,7.36,On-Time
16369,540,2024-02-11,253.43,253.43,5.54,On-Time
16370,540,2024-03-11,253.43,253.43,3.71,On-Time
16371,540,2024-04-11,253.43,253.43,1.86,On-Time
16372,540,2024-05-11,253.43,253.43,0.0,On-Time
16373,541,2019-12-17,84.52,84.52,17.62,On-Time
16374,541,2020-01-17,84.52,84.52,16.97,On-Time
16375,541,2020-02-17,84.52,84.52,16.31,On-Time
16376,541,2020-03-17,84.52,84.52,15.64,On-Time
16377,541,2020-04-17,84.52,84.52,14.97,On-Time
16378,541,2020-05-17,84.52,84.52,14.29,On-Time
16379,541,2020-06-17,84.52,84.52,13.6,On-Time
16380,541,2020-07-17,84.52,84.52,12.9,On-Time
16381,541,2020-08-17,84.52,84.52,12.2,On-Time
16382,541,2020-09-17,84.52,84.52,11.49,On-Time
16383,541,2020-10-17,84.52,84.52,10.78,On-Time
16384,541,2020-11-17,84.52,84.52,10.06,On-Time
16385,541,2020-12-17,84.52,84.52,9.33,On-Time
16386,541,2021-01-17,84.52,84.52,8.59,On-Time
16387,541,2021-02-17,84.52,84.52,7.85,On-Time
16388,541,2021-03-17,84.52,84.52,7.1,On-Time
16389,541,2021-04-17,84.52,84.52,6.34,On-Time
16390,541,2021-05-17,84.52,84.52,5.57,On-Time
16391,541,2021-06-17,84.52,84.52,4.8,On-Time
16392,541,2021-07-17,84.52,84.52,4.02,On-Time
16393,541,2021-08-17,84.52,84.52,3.23,On-Time
16394,541,2021-09-17,84.52,84.52,2.44,On-Time
16395,541,2021-10-17,84.52,84.52,1.63,On-Time
16396,541,2021-11-17,84.52,84.52,0.82,On-Time
16397,542,2021-07-10,1060.29,1060.29,504.83,On-Time
16398,542,2021-08-10,1060.29,1060.29,498.82,On-Time
16399,542,2021-09-10,1060.29,1060.29,492.73,On-Time
16400,542,2021-10-10,1060.29,1060.29,486.58,On-Time
16401,542,2021-11-10,1060.29,1060.29,480.37,On-Time
16402,542,2021-12-10,1060.29,1060.29,474.09,On-Time
16403,542,2022-01-10,1060.29,1060.29,467.74,On-Time
16404,542,2022-02-10,1060.29,1060.29,461.32,On-Time
16405,542,2022-03-10,1060.29,1060.29,454.83,On-Time
16406,542,2022-04-10,1060.29,1060.29,448.27,On-Time
16407,542,2022-05-10,1060.29,1060.29,441.64,On-Time
16408,542,2022-06-10,1060.29,1060.29,434.94,On-Time
16409,542,2022-07-10,1060.29,1060.29,428.16,On-Time
16410,542,2022-08-10,1060.29,1060.29,421.31,On-Time
16411,542,2022-09-10,1060.29,1060.29,414.39,On-Time
16412,542,2022-10-10,1060.29,1060.29,407.39,On-Time
16413,542,2022-11-10,1060.29,1060.29,400.32,On-Time
16414,542,2022-12-10,1060.29,1060.29,393.17,On-Time
16415,542,2023-01-10,1060.29,1060.29,385.94,On-Time
16416,542,2023-02-10,1060.29,1060.29,378.64,On-Time
16417,542,2023-03-10,1060.29,1060.29,371.25,On-Time
16418,542,2023-04-10,1060.29,1060.29,363.79,On-Time
16419,542,2023-05-10,1060.29,1060.29,356.24,On-Time
16420,542,2023-06-10,1060.29,1060.29,348.62,On-Time
16421,542,2023-07-10,1060.29,1060.29,340.91,On-Time
16422,542,2023-08-10,1060.29,1060.29,333.11,On-Time
16423,542,2023-09-10,1060.29,1060.29,325.24,On-Time
16424,542,2023-10-10,1060.29,1060.29,317.27,On-Time
16425,542,2023-11-10,1060.29,1060.29,309.22,On-Time
16426,542,2023-12-10,1060.29,1060.29,301.09,On-Time
16427,542,2024-01-10,1060.29,1060.29,292.86,On-Time
16428,542,2024-02-10,1060.29,1060.29,284.55,On-Time
16429,542,2024-03-10,1060.29,1060.29,276.14,On-Time
16430,542,2024-04-10,1060.29,1060.29,267.65,On-Time
16431,542,2024-05-10,1060.29,1060.29,259.06,On-Time
16432,542,2024-06-10,1060.29,1060.29,250.38,On-Time
16433,542,2024-07-10,1060.29,1060.29,241.61,On-Time
16434,542,2024-08-10,1060.29,1060.29,232.74,On-Time
16435,542,2024-09-10,1060.29,1060.29,223.77,On-Time
16436,542,2024-10-10,1060.29,1060.29,214.71,On-Time
16437,542,2024-11-10,1060.29,1060.29,205.55,On-Time
16438,542,2024-12-10,1060.29,1060.29,196.29,On-Time
16439,543,2019-03-13,586.07,586.07,271.79,On-Time
16440,543,2019-04-13,586.07,586.07,267.68,On-Time
16441,543,2019-05-13,586.07,586.07,263.52,On-Time
16442,543,2019-06-13,586.07,586.07,259.3,On-Time
16443,543,2019-07-13,586.07,586.07,255.04,On-Time
16444,543,2019-08-13,586.07,586.07,250.71,On-Time
16445,543,2019-09-13,586.07,586.07,246.33,On-Time
16446,543,2019-10-13,586.07,586.07,241.89,On-Time
16447,543,2019-11-13,586.07,586.07,237.39,On-Time
16448,543,2019-12-13,586.07,586.07,232.83,On-Time
16449,543,2020-01-13,586.07,586.07,228.22,Late
16450,543,2020-02-13,586.07,586.07,223.54,On-Time
16451,543,2020-03-13,586.07,586.07,218.81,On-Time
16452,543,2020-04-13,586.07,586.07,214.01,On-Time
16453,543,2020-05-13,586.07,586.07,209.15,On-Time
16454,543,2020-06-13,586.07,586.07,204.22,On-Time
16455,543,2020-07-13,586.07,586.07,199.23,On-Time
16456,543,2020-08-13,586.07,586.07,194.18,On-Time
16457,543,2020-09-13,586.07,586.07,189.05,On-Time
16458,543,2020-10-13,586.07,586.07,183.87,On-Time
16459,543,2020-11-13,586.07,586.07,178.61,On-Time
16460,543,2020-12-13,586.07,586.07,173.29,On-Time
16461,543,2021-01-13,586.07,586.07,167.89,On-Time
16462,543,2021-02-13,586.07,586.07,162.43,On-Time
16463,543,2021-03-13,586.07,586.07,156.89,On-Time
16464,543,2021-04-13,586.07,586.07,151.29,On-Time
16465,543,2021-05-13,586.07,586.07,145.6,On-Time
16466,543,2021-06-13,586.07,586.07,139.85,On-Time
16467,543,2021-07-13,586.07,586.07,134.02,On-Time
16468,543,2021-08-13,586.07,586.07,128.11,On-Time
16469,543,2021-09-13,586.07,586.07,122.13,On-Time
16470,543,2021-10-13,586.07,586.07,116.07,On-Time
16471,543,2021-11-13,586.07,586.07,109.92,On-Time
16472,543,2021-12-13,586.07,586.07,103.7,On-Time
16473,543,2022-01-13,586.07,586.07,97.4,On-Time
16474,543,2022-02-13,586.07,586.07,91.01,On-Time
16475,543,2022-03-13,586.07,586.07,84.54,On-Time
16476,543,2022-04-13,586.07,586.07,77.99,On-Time
16477,543,2022-05-13,586.07,586.07,71.35,On-Time
16478,543,2022-06-13,586.07,586.07,64.63,On-Time
16479,543,2022-07-13,586.07,586.07,57.81,On-Time
16480,543,2022-08-13,586.07,586.07,50.91,On-Time
16481,543,2022-09-13,586.07,586.07,43.92,On-Time
16482,543,2022-10-13,586.07,586.07,36.83,On-Time
16483,543,2022-11-13,586.07,586.07,29.66,On-Time
16484,543,2022-12-13,586.07,586.07,22.39,On-Time
16485,543,2023-01-13,586.07,586.07,15.02,On-Time
16486,543,2023-02-13,586.07,586.07,7.56,On-Time
16487,544,2023-05-01,185.94,185.94,79.09,Late
16488,544,2023-06-01,185.94,185.94,77.44,On-Time
16489,544,2023-07-01,185.94,185.94,75.75,On-Time
16490,544,2023-08-01,185.94,185.94,74.04,On-Time
16491,544,2023-09-01,185.94,185.94,72.31,Late
16492,544,2023-10-01,185.94,185.94,70.55,On-Time
16493,544,2023-11-01,185.94,185.94,68.76,On-Time
16494,544,2023-12-01,185.94,185.94,66.94,On-Time
16495,544,2024-01-01,185.94,185.94,65.09,On-Time
16496,544,2024-02-01,185.94,185.94,63.22,On-Time
16497,544,2024-03-01,185.94,185.94,61.32,On-Time
16498,544,2024-04-01,185.94,185.94,59.38,On-Time
16499,544,2024-05-01,185.94,185.94,57.42,On-Time
16500,544,2024-06-01,185.94,185.94,55.43,On-Time
16501,544,2024-07-01,185.94,185.94,53.4,On-Time
16502,544,2024-08-01,185.94,185.94,51.35,On-Time
16503,544,2024-09-01,185.94,185.94,49.26,On-Time
16504,544,2024-10-01,185.94,185.94,47.14,On-Time
16505,544,2024-11-01,185.94,185.94,44.99,Late
16506,544,2024-12-01,185.94,185.94,42.8,On-Time
16507,545,2023-02-05,1228.77,1228.77,694.14,On-Time
16508,545,2023-03-05,1228.77,1228.77,686.68,On-Time
16509,545,2023-04-05,1228.77,1228.77,679.11,On-Time
16510,545,2023-05-05,1228.77,1228.77,671.43,On-Time
16511,545,2023-06-05,1228.77,1228.77,663.64,On-Time
16512,545,2023-07-05,1228.77,1228.77,655.75,On-Time
16513,545,2023-08-05,1228.77,1228.77,647.75,On-Time
16514,545,2023-09-05,1228.77,1228.77,639.63,On-Time
16515,545,2023-10-05,1228.77,1228.77,631.4,On-Time
16516,545,2023-11-05,1228.77,1228.77,623.06,On-Time
16517,545,2023-12-05,1228.77,1228.77,614.6,On-Time
16518,545,2024-01-05,1228.77,1228.77,606.02,On-Time
16519,545,2024-02-05,1228.77,1228.77,597.33,On-Time
16520,545,2024-03-05,1228.77,1228.77,588.51,On-Time
16521,545,2024-04-05,1228.77,1228.77,579.56,On-Time
16522,545,2024-05-05,1228.77,1228.77,570.5,On-Time
16523,545,2024-06-05,1228.77,1228.77,561.3,On-Time
16524,545,2024-07-05,1228.77,1228.77,551.98,On-Time
16525,545,2024-08-05,1228.77,1228.77,542.53,On-Time
16526,545,2024-09-05,1228.77,1228.77,532.94,On-Time
16527,545,2024-10-05,1228.77,1228.77,523.23,On-Time
16528,545,2024-11-05,1228.77,1228.77,513.37,On-Time
16529,545,2024-12-05,1228.77,1228.77,503.38,On-Time
16530,546,2020-02-03,211.88,211.88,37.64,On-Time
16531,546,2020-03-03,211.88,211.88,36.22,On-Time
16532,546,2020-04-03,211.88,211.88,34.78,On-Time
16533,546,2020-05-03,211.88,211.88,33.33,On-Time
16534,546,2020-06-03,211.88,211.88,31.87,On-Time
16535,546,2020-07-03,211.88,211.88,30.4,On-Time
16536,546,2020-08-03,211.88,211.88,28.91,On-Time
16537,546,2020-09-03,211.88,211.88,27.41,On-Time
16538,546,2020-10-03,211.88,211.88,25.9,On-Time
16539,546,2020-11-03,211.88,211.88,24.38,On-Time
16540,546,2020-12-03,211.88,211.88,22.85,On-Time
16541,546,2021-01-03,211.88,211.88,21.3,On-Time
16542,546,2021-02-03,211.88,211.88,19.74,On-Time
16543,546,2021-03-03,211.88,211.88,18.17,On-Time
16544,546,2021-04-03,211.88,211.88,16.58,On-Time
16545,546,2021-05-03,211.88,211.88,14.99,On-Time
16546,546,2021-06-03,211.88,211.88,13.37,On-Time
16547,546,2021-07-03,211.88,211.88,11.75,On-Time
16548,546,2021-08-03,211.88,211.88,10.11,On-Time
16549,546,2021-09-03,211.88,211.88,8.46,On-Time
16550,546,2021-10-03,211.88,211.88,6.8,On-Time
16551,546,2021-11-03,211.88,211.88,5.12,On-Time
16552,546,2021-12-03,211.88,211.88,3.43,On-Time
16553,546,2022-01-03,211.88,211.88,1.72,On-Time
16554,547,2022-10-15,372.4,372.4,198.92,On-Time
16555,547,2022-11-15,372.4,372.4,196.13,On-Time
16556,547,2022-12-15,372.4,372.4,193.31,On-Time
16557,547,2023-01-15,372.4,372.4,190.43,On-Time
16558,547,2023-02-15,372.4,372.4,187.51,On-Time
16559,547,2023-03-15,372.4,372.4,184.55,On-Time
16560,547,2023-04-15,372.4,372.4,181.53,On-Time
16561,547,2023-05-15,372.4,372.4,178.47,On-Time
16562,547,2023-06-15,372.4,372.4,175.36,On-Time
16563,547,2023-07-15,372.4,372.4,172.2,On-Time
16564,547,2023-08-15,372.4,372.4,168.99,On-Time
16565,547,2023-09-15,372.4,372.4,165.73,On-Time
16566,547,2023-10-15,372.4,372.4,162.41,On-Time
16567,547,2023-11-15,372.4,372.4,159.04,On-Time
16568,547,2023-12-15,372.4,372.4,155.62,On-Time
16569,547,2024-01-15,372.4,372.4,152.14,On-Time
16570,547,2024-02-15,372.4,372.4,148.61,On-Time
16571,547,2024-03-15,372.4,372.4,145.02,On-Time
16572,547,2024-04-15,372.4,372.4,141.37,On-Time
16573,547,2024-05-15,372.4,372.4,137.67,On-Time
16574,547,2024-06-15,372.4,372.4,133.9,On-Time
16575,547,2024-07-15,372.4,372.4,130.07,On-Time
16576,547,2024-08-15,372.4,372.4,126.19,On-Time
16577,547,2024-09-15,372.4,372.4,122.24,On-Time
16578,547,2024-10-15,372.4,372.4,118.22,On-Time
16579,547,2024-11-15,372.4,372.4,114.15,On-Time
16580,547,2024-12-15,372.4,372.4,110.0,On-Time
16581,548,2021-07-28,180.07,180.07,99.17,On-Time
16582,548,2021-08-28,180.07,180.07,97.81,On-Time
16583,548,2021-09-28,180.07,180.07,96.43,On-Time
16584,548,2021-10-28,180.07,180.07,95.02,On-Time
16585,548,2021-11-28,180.07,180.07,93.59,On-Time
16586,548,2021-12-28,180.07,180.07,92.14,On-Time
16587,548,2022-01-28,180.07,180.07,90.66,On-Time
16588,548,2022-02-28,180.07,180.07,89.16,On-Time
16589,548,2022-03-28,180.07,180.07,87.63,On-Time
16590,548,2022-04-28,180.07,180.07,86.07,On-Time
16591,548,2022-05-28,180.07,180.07,84.49,On-Time
16592,548,2022-06-28,180.07,180.07,82.89,On-Time
16593,548,2022-07-28,180.07,180.07,81.25,On-Time
16594,548,2022-08-28,180.07,180.07,79.59,On-Time
16595,548,2022-09-28,180.07,180.07,77.9,On-Time
16596,548,2022-10-28,180.07,180.07,76.19,On-Time
16597,548,2022-11-28,180.07,180.07,74.44,On-Time
16598,548,2022-12-28,180.07,180.07,72.67,On-Time
16599,548,2023-01-28,180.07,180.07,70.86,On-Time
16600,548,2023-02-28,180.07,180.07,69.02,On-Time
16601,548,2023-03-28,180.07,180.07,67.16,On-Time
16602,548,2023-04-28,180.07,180.07,65.26,On-Time
16603,548,2023-05-28,180.07,180.07,63.33,On-Time
16604,548,2023-06-28,180.07,180.07,61.37,On-Time
16605,548,2023-07-28,180.07,180.07,59.37,On-Time
16606,548,2023-08-28,180.07,180.07,57.34,On-Time
16607,548,2023-09-28,180.07,180.07,55.28,On-Time
16608,548,2023-10-28,180.07,180.07,53.18,On-Time
16609,548,2023-11-28,180.07,180.07,51.05,On-Time
16610,548,2023-12-28,180.07,180.07,48.88,On-Time
16611,548,2024-01-28,180.07,180.07,46.68,On-Time
16612,548,2024-02-28,180.07,180.07,44.43,On-Time
16613,548,2024-03-28,180.07,180.07,42.15,On-Time
16614,548,2024-04-28,180.07,180.07,39.84,On-Time
16615,548,2024-05-28,180.07,180.07,37.48,On-Time
16616,548,2024-06-28,180.07,180.07,35.08,On-Time
16617,548,2024-07-28,180.07,180.07,32.65,On-Time
16618,548,2024-08-28,180.07,180.07,30.17,On-Time
16619,548,2024-09-28,180.07,180.07,27.65,On-Time
16620,548,2024-10-28,180.07,180.07,25.09,On-Time
16621,548,2024-11-28,180.07,180.07,22.48,On-Time
16622,548,2024-12-28,180.07,180.07,19.83,On-Time
16623,549,2021-09-25,309.44,309.44,92.84,On-Time
16624,549,2021-10-25,309.44,309.44,89.6,On-Time
16625,549,2021-11-25,309.44,309.44,86.31,On-Time
16626,549,2021-12-25,309.44,309.44,82.97,On-Time
16627,549,2022-01-25,309.44,309.44,79.58,On-Time
16628,549,2022-02-25,309.44,309.44,76.13,On-Time
16629,549,2022-03-25,309.44,309.44,72.64,On-Time
16630,549,2022-04-25,309.44,309.44,69.09,On-Time
16631,549,2022-05-25,309.44,309.44,65.5,On-Time
16632,549,2022-06-25,309.44,309.44,61.84,On-Time
