emp_id,customer_id,employment_status,annual_income,employer_name,years_employed,date_employed
1163,1163,full-time,85404,Jaloo,11,2014-04-07
1164,1164,full-time,82598,Livetube,1,2023-12-10
1165,1165,full-time,92793,Yodoo,10,2015-06-30
1166,1166,full-time,66068,Tavu,1,2024-01-05
1167,1167,full-time,87308,Skibox,15,2010-08-26
1168,1168,full-time,57655,Meevee,5,2020-10-24
1169,1169,part-time,27410,Zooxo,9,2015-12-15
1170,1170,self-employed,150985,Freelance,,
1171,1171,full-time,44487,Wordtune,3,2022-04-15
1172,1172,full-time,76728,Ntags,15,2010-01-23
1173,1173,full-time,75959,Roombo,6,2019-10-17
1174,1174,full-time,60507,Jabberbean,2,2023-11-04
1175,1175,full-time,101923,Meetz,11,2014-10-15
1176,1176,full-time,118193,Oyonder,4,2021-07-12
1177,1177,full-time,64489,Eamia,4,2021-09-12
1178,1178,full-time,177410,Wikibox,5,2020-06-17
1179,1179,full-time,132454,Blogtag,2,2022-12-12
1180,1180,full-time,45539,Tavu,6,2019-02-15
1181,1181,full-time,51156,Snaptags,6,2019-07-26
1182,1182,full-time,36779,Kamba,2,2023-05-17
1183,1183,full-time,129921,Skibox,9,2016-03-18
1184,1184,full-time,43478,Realbuzz,4,2021-01-15
1185,1185,full-time,881009,Brainlounge,4,2021-04-20
1186,1186,full-time,51279,Topiclounge,13,2012-02-10
1187,1187,self-employed,81830,Freelance,,
1188,1188,full-time,41177,Twitterbridge,6,2019-10-02
1189,1189,part-time,17152,Ainyx,3,2022-10-04
1190,1190,part-time,33716,Fivespan,11,2013-12-08
1191,1191,full-time,115806,Skajo,2,2022-12-31
1192,1192,full-time,76544,Dabtype,12,2012-12-29
1193,1193,full-time,107119,Tanoodle,5,2020-01-08
1194,1194,self-employed,61355,self-employed,,
1195,1195,full-time,41207,Thoughtbeat,3,2022-01-04
1196,1196,full-time,42663,Youspan,5,2020-04-05
1197,1197,part-time,13295,Yoveo,2,2023-06-22
1198,1198,full-time,97138,Mybuzz,2,2023-02-11
1199,1199,full-time,177868,Kayveo,14,2011-03-06
1200,1200,self-employed,53507,self-employed,,
1201,1201,full-time,81156,Voonix,14,2010-12-20
1202,1202,self-employed,74919,Freelance,,
1203,1203,full-time,47824,Livetube,12,2013-10-19
1204,1204,self-employed,50466,self-employed,,
1205,1205,full-time,988759,Youopia,8,2017-09-25
1206,1206,unemployed,0,N/A,0,
1207,1207,full-time,46624,Topicstorm,6,2019-07-12
1208,1208,full-time,72797,Thoughtbridge,6,2019-06-13
1209,1209,full-time,67238,Riffpath,2,2023-08-17
1210,1210,full-time,55687,Oloo,12,2012-12-01
1211,1211,full-time,82200,Voomm,15,2010-03-17
1212,1212,full-time,61333,Realblab,8,2016-12-17
1213,1213,self-employed,81376,Freelance,,
1214,1214,full-time,82864,Tagcat,4,2021-08-03
1215,1215,full-time,141356,Mybuzz,11,2014-06-25
1216,1216,full-time,72043,Zoomlounge,1,2024-09-06
1217,1217,self-employed,110155,self-employed,,
1218,1218,full-time,68919,Edgewire,13,2012-07-22
1219,1219,full-time,666404,Buzzbean,13,2012-10-25
1220,1220,full-time,183781,Skajo,12,2013-03-30
1221,1221,full-time,79161,Twimbo,12,2013-03-18
1222,1222,full-time,84650,Youfeed,12,2013-06-16
1223,1223,full-time,83897,Innotype,15,2010-10-30
1224,1224,full-time,61927,Skyvu,7,2018-09-28
1225,1225,part-time,24634,Jaxnation,13,2012-10-10
1226,1226,full-time,41402,Voonyx,9,2016-07-23
1227,1227,full-time,72231,Centizu,2,2023-07-14
1228,1228,unemployed,0,N/A,0,
1229,1229,full-time,121120,Skiba,15,2010-09-26
1230,1230,full-time,48251,Quatz,3,2022-04-07
1231,1231,full-time,65265,Zoonoodle,6,2019-07-15
1232,1232,self-employed,39727,self-employed,,
1233,1233,part-time,18320,Camimbo,1,2024-10-22
1234,1234,full-time,101620,Dynabox,14,2011-01-03
1235,1235,full-time,60644,Yamia,8,2017-09-11
1236,1236,full-time,77392,Skivee,1,2023-12-05
1237,1237,full-time,80910,Zoomzone,6,2018-12-03
1238,1238,full-time,66349,Yamia,7,2018-04-10
1239,1239,full-time,62699,Voonix,7,2018-05-08
1240,1240,self-employed,101473,self-employed,,
1241,1241,full-time,101739,Jabbersphere,2,2023-07-29
1242,1242,full-time,121365,Trudoo,2,2023-08-05
1243,1243,unemployed,0,N/A,0,
1244,1244,full-time,96487,Voonyx,15,2010-01-17
1245,1245,full-time,40917,Flashpoint,3,2022-06-10
1246,1246,full-time,131321,Tagchat,13,2012-10-27
1247,1247,full-time,62882,Avamba,4,2021-01-30
1248,1248,part-time,30156,Cogidoo,8,2017-11-19
1249,1249,full-time,75656,Skyvu,11,2014-02-26
1250,1250,full-time,98254,Oozz,4,2021-10-18
1251,1251,full-time,53287,Fatz,7,2018-09-25
1252,1252,full-time,103820,Yoveo,4,2021-08-10
1253,1253,unemployed,0,N/A,0,
1254,1254,self-employed,79343,Freelance,,
1255,1255,full-time,63765,Skynoodle,15,2010-06-11
1256,1256,part-time,21570,Skipstorm,11,2014-05-19
1257,1257,part-time,28140,Feedspan,2,2023-11-19
1258,1258,full-time,63158,Skyndu,14,2010-12-07
1259,1259,full-time,825876,Skivee,7,2018-06-26
1260,1260,full-time,77363,Teklist,2,2023-11-18
1261,1261,part-time,23323,Yakitri,6,2019-09-27
1262,1262,full-time,70446,Rooxo,13,2012-10-10
1263,1263,full-time,35078,Zooveo,4,2021-01-14
1264,1264,full-time,76389,Skalith,8,2017-10-03
1265,1265,part-time,33934,Blogpad,15,2010-02-02
1266,1266,full-time,40469,Gabcube,4,2021-08-23
1267,1267,full-time,126034,Skippad,11,2014-04-08
1268,1268,full-time,51925,Vidoo,5,2020-09-02
1269,1269,full-time,57820,Myworks,11,2014-08-05
1270,1270,unemployed,0,N/A,0,
1271,1271,part-time,30490,Tagopia,10,2015-08-11
1272,1272,self-employed,110368,self-employed,,
1273,1273,unemployed,0,N/A,0,
1274,1274,full-time,67625,Topicware,2,2023-03-15
1275,1275,full-time,384734,Myworks,10,2015-10-23
1276,1276,full-time,74362,Skyndu,13,2012-04-28
1277,1277,full-time,79808,Edgepulse,13,2012-08-24
1278,1278,full-time,56694,Topdrive,14,2011-06-26
1279,1279,full-time,102761,Dynabox,6,2019-04-23
1280,1280,full-time,49861,Browseblab,15,2010-11-17
1281,1281,part-time,29789,Ailane,5,2020-05-16
1282,1282,full-time,55476,Rhynyx,7,2018-10-29
1283,1283,full-time,133178,Zooxo,12,2013-11-09
1284,1284,full-time,63563,Devbug,5,2020-10-15
1285,1285,full-time,185638,Digitube,12,2013-05-03
1286,1286,part-time,13207,Aimbu,3,2022-03-26
1287,1287,full-time,55610,Edgewire,6,2019-05-16
1288,1288,full-time,112721,Jaxworks,11,2014-08-11
1289,1289,part-time,21707,Jaxworks,8,2017-02-21
1290,1290,full-time,103603,Lazz,13,2012-04-04
1291,1291,self-employed,45941,Freelance,,
1292,1292,full-time,78928,Devpoint,10,2015-07-31
1293,1293,self-employed,83762,self-employed,,
1294,1294,full-time,81759,Trilith,14,2011-09-15
1295,1295,self-employed,130182,Freelance,,
1296,1296,full-time,53872,Vipe,2,2023-02-05
1297,1297,full-time,39669,Feedmix,6,2019-04-29
1298,1298,full-time,102809,Blognation,6,2019-03-22
1299,1299,full-time,61265,Vitz,10,2015-11-15
1300,1300,full-time,72092,Skibox,3,2022-08-17
1301,1301,full-time,109176,Voolith,15,2010-05-02
1302,1302,full-time,37874,Shufflebeat,2,2023-03-02
1303,1303,self-employed,122481,Freelance,,
1304,1304,full-time,93974,Geba,8,2017-11-17
1305,1305,part-time,26490,Zoomcast,1,2024-02-16
1306,1306,full-time,50188,Ntags,3,2022-08-04
1307,1307,full-time,74971,Trupe,9,2016-08-01
1308,1308,full-time,60753,JumpXS,12,2013-07-19
1309,1309,unemployed,0,N/A,0,
1310,1310,self-employed,130972,self-employed,,
1311,1311,full-time,76007,Jazzy,13,2012-03-18
1312,1312,full-time,47804,Mymm,6,2018-12-17
1313,1313,self-employed,332508,Freelance,,
1314,1314,full-time,110148,Devbug,2,2023-01-18
1315,1315,full-time,590008,Wikivu,12,2013-07-03
1316,1316,full-time,58641,Rhycero,2,2023-10-28
1317,1317,full-time,92993,Gabcube,11,2013-12-14
1318,1318,full-time,119884,Npath,4,2021-10-15
1319,1319,full-time,102925,Dabtype,5,2020-04-26
1320,1320,self-employed,74486,self-employed,,
1321,1321,full-time,132120,JumpXS,5,2020-02-04
1322,1322,full-time,66586,Trudeo,4,2021-09-08
1323,1323,part-time,29075,Yodoo,15,2010-05-05
1324,1324,full-time,120143,Yakijo,12,2013-09-18
1325,1325,full-time,80017,Dabfeed,2,2023-11-20
1326,1326,full-time,68151,Yacero,9,2016-06-14
1327,1327,self-employed,87734,Freelance,,
1328,1328,self-employed,107703,Freelance,,
1329,1329,full-time,108591,Tagopia,10,2015-08-15
1330,1330,full-time,67892,Blogspan,11,2014-10-17
1331,1331,full-time,35657,Oyoloo,13,2012-02-28
1332,1332,self-employed,74063,self-employed,,
1333,1333,full-time,109892,Flipbug,8,2017-01-08
1334,1334,full-time,65095,Edgeify,1,2024-04-05
1335,1335,full-time,72684,Fivechat,4,2021-06-03
1336,1336,self-employed,37123,Freelance,,
1337,1337,full-time,49895,Lazz,4,2021-07-22
1338,1338,full-time,133797,Photojam,12,2013-01-13
1339,1339,self-employed,135529,Freelance,,
1340,1340,full-time,68199,Innotype,3,2022-01-26
1341,1341,full-time,59304,Jamia,7,2018-08-31
1342,1342,full-time,42435,Podcat,4,2021-06-04
1343,1343,unemployed,0,N/A,0,
1344,1344,full-time,59159,Devpulse,7,2018-02-09
1345,1345,full-time,123310,Quinu,1,2024-06-16
1346,1346,self-employed,60022,Freelance,,
1347,1347,full-time,193725,Skiba,10,2015-11-08
1348,1348,full-time,59114,Viva,11,2014-10-28
1349,1349,full-time,36517,Jetwire,13,2012-05-14
1350,1350,full-time,40152,Wikivu,11,2014-03-18
1351,1351,full-time,61765,Thoughtsphere,9,2016-06-29
1352,1352,full-time,181745,Feednation,7,2018-09-27
1353,1353,unemployed,0,N/A,0,
1354,1354,full-time,68391,Livepath,14,2011-03-10
1355,1355,self-employed,77845,self-employed,,
1356,1356,full-time,83805,Realbuzz,11,2014-11-11
1357,1357,self-employed,61813,Freelance,,
1358,1358,full-time,73278,Eimbee,3,2022-03-07
1359,1359,full-time,67529,Eadel,3,2022-03-29
1360,1360,full-time,77082,Skalith,14,2011-08-04
1361,1361,full-time,93764,Eare,7,2018-01-12
1362,1362,full-time,120595,Yakitri,7,2018-04-23
1363,1363,full-time,751016,Realcube,14,2010-12-12
1364,1364,full-time,93499,Meetz,4,2021-10-10
1365,1365,self-employed,64153,self-employed,,
1366,1366,full-time,83647,Quimba,7,2017-12-07
1367,1367,full-time,84300,Oozz,12,2012-12-16
1368,1368,self-employed,51698,self-employed,,
1369,1369,full-time,62228,Skiba,1,2024-06-23
1370,1370,full-time,111886,Youtags,5,2020-08-04
1371,1371,full-time,75386,Edgetag,10,2015-05-17
1372,1372,full-time,63255,Topicstorm,4,2021-05-06
1373,1373,full-time,70862,Centidel,4,2021-09-12
1374,1374,full-time,109248,Kwinu,14,2011-03-30
1375,1375,part-time,26340,Lazzy,15,2010-09-27
1376,1376,self-employed,62851,Freelance,,
1377,1377,part-time,25636,Blogpad,6,2019-06-30
1378,1378,full-time,77924,Miboo,3,2022-07-01
1379,1379,unemployed,0,N/A,0,
1380,1380,full-time,69236,Cogilith,14,2011-03-02
1381,1381,full-time,42464,Twitterwire,15,2010-07-20
1382,1382,full-time,157533,Flashset,3,2022-07-06
1383,1383,full-time,45373,Pixoboo,7,2018-08-27
1384,1384,full-time,67089,Brainsphere,12,2013-04-12
1385,1385,full-time,66275,Thoughtstorm,15,2010-11-30
1386,1386,full-time,45962,LiveZ,13,2012-09-17
1387,1387,full-time,52355,Buzzshare,8,2017-07-21
1388,1388,full-time,560250,Lajo,11,2014-08-13
1389,1389,self-employed,36318,Freelance,,
1390,1390,full-time,39224,Dynava,13,2012-09-28
1391,1391,full-time,82945,Miboo,13,2012-06-05
1392,1392,full-time,83197,Myworks,2,2023-07-27
1393,1393,full-time,106587,Skiptube,6,2019-03-19
1394,1394,full-time,57505,Mybuzz,15,2010-06-16
1395,1395,full-time,97723,Browsebug,3,2021-12-22
1396,1396,full-time,68275,Brainlounge,2,2023-01-23
1397,1397,full-time,36214,Oyoba,14,2011-06-01
1398,1398,part-time,32662,Brainbox,13,2012-08-17
1399,1399,full-time,42491,Oozz,3,2022-02-23
1400,1400,part-time,24723,Zoomzone,10,2015-05-09
1401,1401,full-time,107016,Zoovu,12,2013-01-15
1402,1402,full-time,47748,Blognation,15,2010-05-20
1403,1403,full-time,56886,Eazzy,13,2012-02-22
1404,1404,full-time,102584,Katz,3,2022-09-22
1405,1405,full-time,74472,Babbleset,6,2019-10-26
1406,1406,unemployed,0,N/A,0,
1407,1407,part-time,17054,Skinder,5,2020-10-31
1408,1408,full-time,55530,Feedbug,11,2014-05-14
1409,1409,full-time,95636,Browsetype,2,2023-09-05
1410,1410,self-employed,41820,Freelance,,
1411,1411,self-employed,57483,Freelance,,
1412,1412,self-employed,52089,self-employed,,
1413,1413,full-time,50295,Edgeify,7,2018-10-11
1414,1414,part-time,34659,Katz,6,2019-01-12
1415,1415,full-time,35216,Quire,15,2010-04-25
1416,1416,self-employed,67018,self-employed,,
1417,1417,full-time,67239,Mydeo,6,2019-09-15
1418,1418,full-time,104533,Avaveo,9,2016-08-02
1419,1419,self-employed,55489,Freelance,,
1420,1420,full-time,62191,Rhynoodle,15,2010-08-05
1421,1421,full-time,104687,Thoughtblab,15,2010-10-21
1422,1422,full-time,37137,Leenti,7,2018-04-02
1423,1423,unemployed,0,N/A,0,
1424,1424,part-time,26124,Tambee,4,2021-08-22
1425,1425,part-time,30482,Skyba,8,2017-01-31
1426,1426,self-employed,66806,self-employed,,
1427,1427,full-time,56764,Camimbo,8,2017-06-16
1428,1428,full-time,38571,Plambee,11,2014-10-10
1429,1429,unemployed,0,N/A,0,
1430,1430,full-time,75266,Roomm,13,2011-12-08
1431,1431,full-time,46323,Flashpoint,6,2019-04-21
1432,1432,part-time,32781,Dynazzy,4,2021-09-16
1433,1433,full-time,41291,Brainverse,8,2017-03-07
1434,1434,full-time,62089,Devify,3,2022-09-10
1435,1435,full-time,129820,Dynabox,15,2010-02-05
1436,1436,full-time,61703,Linklinks,10,2014-12-26
1437,1437,full-time,57620,Zooxo,10,2015-03-08
1438,1438,full-time,78889,Mybuzz,7,2018-03-01
1439,1439,full-time,57497,Thoughtbridge,7,2018-02-15
1440,1440,full-time,105341,Linktype,11,2014-06-22
1441,1441,full-time,79302,Meezzy,1,2024-10-04
1442,1442,full-time,58521,Digitube,6,2019-09-10
1443,1443,full-time,44984,Skinte,4,2021-01-13
1444,1444,self-employed,72781,Freelance,,
1445,1445,full-time,67396,Vimbo,2,2023-11-30
1446,1446,full-time,76154,Skilith,15,2010-08-13
1447,1447,full-time,40207,Yodel,14,2011-04-15
1448,1448,full-time,69606,Jayo,2,2023-01-18
1449,1449,full-time,58420,Trunyx,11,2014-06-28
1450,1450,full-time,167937,Browsedrive,10,2015-06-18
1451,1451,unemployed,0,N/A,0,
1452,1452,full-time,73627,Skippad,8,2017-06-03
1453,1453,part-time,22563,Twitternation,13,2012-11-10
1454,1454,full-time,82569,Buzzdog,6,2019-04-25
1455,1455,part-time,32811,Tekfly,15,2009-12-21
1456,1456,self-employed,99025,self-employed,,
1457,1457,full-time,97779,Youfeed,10,2015-11-21
1458,1458,full-time,53398,Bubblebox,2,2023-08-04
1459,1459,full-time,812750,Edgeblab,3,2022-05-04
1460,1460,full-time,91773,Divavu,15,2010-08-18
1461,1461,full-time,53812,Minyx,14,2010-12-17
1462,1462,self-employed,78744,Freelance,,
1463,1463,full-time,81247,Fiveclub,4,2021-08-19
1464,1464,full-time,38949,Plambee,9,2016-09-03
1465,1465,full-time,60786,Photobean,15,2010-02-04
1466,1466,full-time,60376,Rhycero,3,2022-06-23
1467,1467,full-time,39411,Vidoo,6,2019-04-29
1468,1468,full-time,92262,Quire,15,2010-07-13
1469,1469,part-time,34821,Twitterlist,1,2024-01-25
1470,1470,full-time,55628,Tagopia,12,2013-01-18
1471,1471,full-time,37563,Mycat,4,2021-03-11
1472,1472,full-time,41448,Gevee,4,2021-08-19
1473,1473,full-time,71613,Yamia,14,2011-09-10
1474,1474,full-time,44111,Riffpedia,13,2012-04-14
1475,1475,full-time,89277,Yakitri,5,2019-12-16
1476,1476,full-time,47403,Aivee,11,2014-11-03
1477,1477,full-time,69864,Kayveo,4,2021-10-20
1478,1478,full-time,55116,Einti,12,2012-12-24
1479,1479,full-time,67067,Linkbridge,8,2017-07-05
1480,1480,unemployed,0,N/A,0,
1481,1481,part-time,20282,Avamba,3,2022-02-21
1482,1482,full-time,46236,Vinte,9,2016-03-23
1483,1483,full-time,72142,Myworks,8,2017-06-15
1484,1484,full-time,48642,Dynabox,1,2024-08-15
1485,1485,full-time,42004,Babbleset,15,2009-12-10
1486,1486,full-time,72030,Kwilith,10,2015-01-17
1487,1487,full-time,36722,Dynabox,5,2020-03-12
1488,1488,full-time,63262,Mydo,2,2023-02-27
1489,1489,full-time,71221,Yamia,1,2024-11-30
1490,1490,full-time,35774,Yodoo,10,2015-11-18
1491,1491,full-time,62881,Devshare,12,2013-07-26
1492,1492,full-time,81938,Jayo,7,2017-12-05
1493,1493,full-time,81335,Wordpedia,14,2011-05-12
1494,1494,full-time,69942,Fiveclub,7,2018-11-20
1495,1495,full-time,228103,Skynoodle,1,2023-12-18
1496,1496,full-time,70174,Yombu,15,2010-01-16
1497,1497,unemployed,0,N/A,0,
1498,1498,self-employed,66751,self-employed,,
1499,1499,full-time,88887,InnoZ,9,2015-12-28
1500,1500,full-time,73075,Voonder,6,2019-10-01
1501,1501,full-time,98076,Mita,12,2013-07-01
1502,1502,full-time,49279,Blogtag,12,2013-04-01
1503,1503,self-employed,131443,self-employed,,
1504,1504,part-time,14054,Mydo,11,2014-06-30
1505,1505,self-employed,53271,Freelance,,
1506,1506,full-time,44130,Dabtype,6,2019-04-19
1507,1507,full-time,58147,Riffwire,11,2014-03-06
1508,1508,part-time,17274,Yambee,8,2017-04-11
1509,1509,full-time,76045,Zoonoodle,1,2024-03-09
1510,1510,full-time,79533,Meevee,7,2018-02-05
1511,1511,full-time,43221,Oyoloo,7,2018-04-07
1512,1512,full-time,130654,Mudo,4,2021-02-09
1513,1513,full-time,71134,Kazio,1,2023-12-18
1514,1514,full-time,541017,Dynabox,3,2022-06-22
1515,1515,self-employed,116662,self-employed,,
1516,1516,full-time,108387,Wikido,11,2014-09-18
1517,1517,full-time,82901,Abata,4,2021-07-08
1518,1518,full-time,329462,Zoombox,1,2024-03-21
1519,1519,self-employed,45174,self-employed,,
1520,1520,full-time,89151,Photobug,14,2011-02-10
1521,1521,full-time,181893,Topicshots,15,2009-12-15
1522,1522,full-time,59715,Realbuzz,1,2024-07-27
1523,1523,full-time,59689,Vinte,6,2019-10-30
1524,1524,self-employed,36496,self-employed,,
1525,1525,full-time,7889333,DabZ,2,2023-07-10
1526,1526,part-time,28238,Skimia,9,2016-05-26
1527,1527,full-time,57532,Kwideo,13,2012-07-19
1528,1528,full-time,61074,Aimbo,13,2012-07-09
1529,1529,full-time,118390,Jayo,3,2022-08-21
1530,1530,full-time,64252,Demizz,6,2019-04-25
1531,1531,full-time,117539,Youfeed,12,2013-06-01
1532,1532,self-employed,42990,self-employed,,
1533,1533,full-time,65896,Meejo,5,2020-06-21
1534,1534,part-time,17128,Gigaclub,9,2016-05-18
1535,1535,full-time,350551,Flipbug,4,2021-05-14
1536,1536,full-time,41323,Buzzdog,7,2018-05-13
1537,1537,full-time,128253,Feedfire,11,2014-05-17
1538,1538,full-time,8912228,Topicstorm,10,2015-01-02
1539,1539,full-time,82339,Katz,15,2010-01-22
1540,1540,self-employed,122829,self-employed,,
1541,1541,full-time,58863,Yakijo,4,2021-11-19
1542,1542,unemployed,0,N/A,0,
1543,1543,full-time,2457131,Jaxworks,3,2022-11-23
1544,1544,self-employed,114345,Freelance,,
1545,1545,full-time,44779,Eare,7,2018-09-21
1546,1546,full-time,64368,Riffpath,13,2012-04-23
1547,1547,full-time,81877,Bluezoom,9,2016-09-17
1548,1548,full-time,66644,Oodoo,10,2014-12-13
1549,1549,full-time,94986,Realbridge,7,2018-04-04
1550,1550,full-time,95209,Voonix,2,2023-06-20
1551,1551,full-time,68115,InnoZ,4,2021-10-26
1552,1552,full-time,48587,Quimba,1,2023-12-06
1553,1553,self-employed,76512,self-employed,,
1554,1554,unemployed,0,N/A,0,
1555,1555,full-time,84870,Lajo,3,2022-10-28
1556,1556,full-time,62675,Tagopia,10,2015-07-15
1557,1557,full-time,82016,Blogtags,9,2016-03-28
1558,1558,self-employed,39414,self-employed,,
1559,1559,full-time,52683,Skimia,5,2020-02-25
1560,1560,full-time,77395,Devcast,1,2024-08-13
1561,1561,part-time,31634,Abatz,15,2010-09-24
1562,1562,self-employed,63248,self-employed,,
1563,1563,full-time,60218,Dynabox,2,2023-08-10
1564,1564,full-time,110049,Dabfeed,4,2021-03-17
1565,1565,full-time,110863,Eare,5,2020-10-02
1566,1566,full-time,63267,Gigabox,11,2014-06-18
1567,1567,full-time,57516,Trunyx,13,2012-11-13
1568,1568,full-time,94807,Geba,9,2016-01-29
1569,1569,full-time,61270,Viva,11,2013-12-28
1570,1570,self-employed,73246,self-employed,,
1571,1571,part-time,13875,Pixope,3,2021-12-28
1572,1572,full-time,48140,Gabtype,14,2011-02-19
1573,1573,full-time,58355,Skimia,4,2021-09-18
1574,1574,full-time,67038,Topicstorm,14,2011-08-23
1575,1575,full-time,724400,Pixope,1,2024-06-11
1576,1576,full-time,77880,Roombo,10,2015-03-30
1577,1577,self-employed,106134,self-employed,,
1578,1578,full-time,77795,Vitz,6,2019-09-24
1579,1579,full-time,52830,Feedfire,1,2024-02-10
1580,1580,full-time,63207,Photobug,7,2018-09-29
1581,1581,part-time,25729,Agimba,3,2021-12-09
1582,1582,unemployed,0,N/A,0,
1583,1583,full-time,70311,Brainsphere,14,2011-06-11
1584,1584,full-time,51924,Digitube,7,2018-09-05
1585,1585,full-time,39774,Kwilith,1,2024-11-11
1586,1586,full-time,63113,Buzzshare,1,2024-09-03
1587,1587,full-time,46105,Flashdog,14,2011-10-16
1588,1588,self-employed,120549,Freelance,,
1589,1589,full-time,66736,Brainsphere,6,2019-03-13
1590,1590,full-time,44245,Nlounge,13,2012-11-07
1591,1591,self-employed,704906,self-employed,,
1592,1592,full-time,75320,Gigabox,9,2016-02-05
1593,1593,self-employed,77422,self-employed,,
1594,1594,part-time,32086,Browsezoom,8,2017-05-24
1595,1595,full-time,86188,Roomm,1,2024-03-23
1596,1596,part-time,18332,Voonder,15,2010-10-29
1597,1597,full-time,98808,Quatz,11,2014-03-18
1598,1598,full-time,49340,Photofeed,9,2016-05-03
1599,1599,unemployed,0,N/A,0,
1600,1600,self-employed,62512,self-employed,,
1601,1601,full-time,104035,Browseblab,6,2019-11-30
1602,1602,full-time,244149,Jazzy,2,2023-04-15
1603,1603,part-time,21355,Cogidoo,15,2010-02-23
1604,1604,full-time,131293,Kayveo,6,2019-03-30
1605,1605,part-time,25961,Fivebridge,10,2015-08-10
1606,1606,part-time,24353,Browsebug,1,2024-09-25
1607,1607,full-time,131959,Quatz,15,2010-06-10
1608,1608,full-time,64194,Jaxworks,8,2017-05-20
1609,1609,full-time,39288,Jabbercube,2,2023-08-02
1610,1610,full-time,131666,Quatz,12,2013-04-21
1611,1611,full-time,154865,Tazz,3,2022-01-05
1612,1612,self-employed,102874,Freelance,,
1613,1613,part-time,14969,Jayo,2,2023-06-03
1614,1614,self-employed,61975,self-employed,,
1615,1615,part-time,21702,Omba,14,2011-11-01
1616,1616,full-time,71374,Jabbercube,6,2019-09-19
1617,1617,full-time,103298,Kazio,1,2024-07-07
1618,1618,full-time,58139,Trudoo,12,2013-08-13
1619,1619,full-time,66185,Einti,8,2017-04-09
1620,1620,full-time,966750,Aivee,7,2018-01-09
1621,1621,full-time,45183,Skimia,15,2009-12-06
1622,1622,self-employed,76782,self-employed,,
1623,1623,self-employed,56309,self-employed,,
1624,1624,full-time,84433,Jayo,1,2024-08-31
1625,1625,full-time,48389,Riffpath,11,2014-10-28
1626,1626,full-time,83841,Snaptags,4,2021-01-09
1627,1627,full-time,62273,Meevee,12,2013-11-10
1628,1628,full-time,84485,Edgepulse,8,2017-03-14
1629,1629,full-time,68699,Quamba,15,2009-12-23
1630,1630,self-employed,62626,self-employed,,
1631,1631,unemployed,0,N/A,0,
1632,1632,part-time,31944,Quimm,11,2014-09-12
1633,1633,self-employed,83040,Freelance,,
1634,1634,full-time,57617,Brainverse,8,2017-08-28
1635,1635,full-time,138890,Yodoo,1,2024-10-05
1636,1636,self-employed,69852,Freelance,,
1637,1637,full-time,63443,Realmix,7,2018-01-13
1638,1638,full-time,66604,Innojam,3,2022-02-07
1639,1639,full-time,71128,Camido,5,2020-11-22
1640,1640,self-employed,68105,Freelance,,
1641,1641,full-time,83982,Pixoboo,2,2023-04-29
1642,1642,full-time,43580,Voolith,1,2024-06-22
1643,1643,full-time,47478,Lazz,15,2010-06-29
1644,1644,part-time,13711,Yodel,15,2010-05-27
1645,1645,full-time,102603,InnoZ,1,2024-07-10
1646,1646,full-time,54960,Dazzlesphere,3,2021-12-19
1647,1647,full-time,96739,Edgeify,12,2013-01-29
1648,1648,full-time,56684,Innojam,5,2020-05-21
1649,1649,self-employed,76076,Freelance,,
1650,1650,part-time,25600,Browsebug,7,2018-10-10
1651,1651,full-time,69133,Realpoint,11,2014-03-23
1652,1652,full-time,62619,Jamia,2,2023-03-07
1653,1653,full-time,40089,Oozz,7,2018-07-21
1654,1654,full-time,71869,Avamba,11,2014-01-10
1655,1655,part-time,16597,Yoveo,10,2015-06-21
1656,1656,self-employed,36112,Freelance,,
1657,1657,full-time,53174,Agivu,3,2022-11-04
1658,1658,full-time,100338,Vimbo,8,2017-05-21
1659,1659,full-time,50522,Buzzdog,1,2023-12-13
1660,1660,self-employed,65008,Freelance,,
1661,1661,full-time,56187,Linklinks,10,2015-10-08
1662,1662,full-time,79931,Trudeo,5,2020-08-17
1663,1663,full-time,49986,Yozio,10,2015-10-26
1664,1664,full-time,40072,Edgepulse,12,2013-10-19
1665,1665,full-time,43574,Skyble,2,2023-02-10
1666,1666,full-time,90361,Oloo,11,2014-05-19
1667,1667,self-employed,54050,Freelance,,
1668,1668,full-time,70231,Tagopia,14,2011-08-18
1669,1669,full-time,70528,Agivu,6,2019-04-30
1670,1670,full-time,60801,Plajo,14,2011-11-16
1671,1671,full-time,446654,Meezzy,11,2014-04-23
1672,1672,full-time,77884,Avamm,10,2015-05-13
1673,1673,full-time,43939,Agimba,15,2010-03-15
1674,1674,full-time,79944,Miboo,9,2016-05-13
1675,1675,part-time,17201,Talane,11,2014-03-18
1676,1676,full-time,79852,Jabbercube,2,2023-02-15
1677,1677,full-time,72284,Skalith,4,2021-10-27
1678,1678,full-time,50704,Edgewire,12,2013-04-03
1679,1679,full-time,60351,Demivee,12,2013-04-08
1680,1680,unemployed,0,N/A,0,
1681,1681,full-time,44311,Kaymbo,12,2013-10-27
1682,1682,full-time,125364,Jabberbean,8,2017-10-08
1683,1683,full-time,79472,Tagtune,12,2013-11-05
1684,1684,full-time,44882,Nlounge,6,2019-04-05
1685,1685,full-time,81698,Meevee,14,2011-11-30
1686,1686,full-time,134305,Twitterbridge,12,2013-10-06
1687,1687,full-time,56099,Twitterwire,9,2016-04-20
1688,1688,full-time,42242,Meejo,14,2011-07-13
