loan_id,application_id,customer_id,start_date,loan_duration_months,original_amount,interest_rate,current_status,remaining_balance
430,561,1611,2021-09-24,12,3800,8.39,Paid Off,0.0
431,563,1392,2021-11-13,36,9200,18.08,Paid Off,0.0
432,564,1915,2020-02-07,48,9800,17.3,Paid Off,0.0
433,565,128,2022-03-21,12,4800,7.6,Paid Off,0.0
434,566,49,2020-06-03,24,16900,7.81,Defaulted,7362.66
435,568,41,2019-11-30,12,4000,6.96,Paid Off,0.0
436,569,3557,2023-09-13,36,5900,12.01,Active,1856.22
437,571,3017,2017-12-28,24,2200,10.32,Paid Off,0.0
438,572,977,2022-11-26,36,7300,8.77,Paid Off,0.0
439,573,364,2022-05-06,48,17600,9.39,Active,2576.44
440,574,3503,2020-06-22,48,9600,7.78,Paid Off,0.0
441,575,3101,2021-03-26,24,15600,16.37,Paid Off,0.0
442,576,4822,2018-02-24,48,17100,10.66,Defaulted,8014.34
443,577,3213,2023-08-05,24,3700,11.58,Paid Off,0.0
444,578,3099,2021-08-26,60,36300,19.92,Active,7965.38
445,579,3734,2021-02-11,60,35500,15.53,Active,2498.41
446,580,2051,2023-02-11,60,46000,16.56,Active,25379.88
447,581,4860,2019-05-27,36,6900,11.86,Paid Off,0.0
448,582,1776,2021-06-05,60,68600,9.77,Active,9825.98
449,583,1342,2020-01-05,36,10700,7.36,Paid Off,0.0
450,584,2961,2022-07-25,48,9900,9.66,Active,1925.41
451,585,2760,2020-12-10,60,49000,8.76,Active,1004.13
452,586,1205,2018-10-12,24,13100,12.65,Paid Off,0.0
453,589,4931,2019-05-21,12,4300,12.97,Defaulted,1859.3
454,591,861,2018-05-17,60,32700,20.57,Defaulted,17132.56
455,592,3001,2021-01-22,24,2500,15.87,Paid Off,0.0
456,593,3126,2019-01-20,24,8900,8.47,Paid Off,0.0
457,594,4783,2023-10-28,12,2200,8.93,Paid Off,0.0
458,595,2520,2020-06-17,48,9400,15.33,Paid Off,0.0
459,597,4030,2022-06-26,48,44400,11.9,Active,7854.66
460,599,3264,2021-12-24,48,11400,9.76,Active,285.5
461,601,1066,2019-01-30,60,25900,21.83,Paid Off,0.0
462,602,3887,2020-12-16,12,1300,9.96,Paid Off,0.0
463,603,1656,2023-02-13,24,6100,7.43,Paid Off,0.0
464,604,1067,2020-02-21,24,4000,12.25,Defaulted,1785.82
465,605,3983,2022-10-25,24,4200,16.44,Paid Off,0.0
466,606,4642,2019-03-07,48,8000,11.35,Defaulted,3776.32
467,607,2987,2023-02-02,24,4400,17.93,Defaulted,2025.05
468,608,2277,2018-03-20,60,42400,9.91,Paid Off,0.0
469,610,1308,2019-11-13,48,12900,8.6,Paid Off,0.0
470,611,3727,2019-03-11,48,9300,15.03,Paid Off,0.0
471,612,3880,2021-09-20,60,39900,8.63,Active,7895.46
472,613,327,2019-05-25,36,11000,8.38,Paid Off,0.0
473,615,726,2018-07-24,24,2000,12.27,Paid Off,0.0
474,616,3580,2021-01-11,60,36200,9.29,Active,1495.72
475,617,3100,2019-02-04,48,14900,11.74,Defaulted,7061.73
476,618,4560,2022-03-07,36,7200,20.71,Paid Off,0.0
477,619,1565,2019-03-08,48,5900,9.13,Paid Off,0.0
478,622,3879,2022-01-02,24,11300,16.51,Defaulted,5161.81
479,623,4735,2021-10-22,12,4000,12.29,Paid Off,0.0
480,624,466,2020-02-26,36,12900,21.57,Paid Off,0.0
481,625,2555,2019-04-24,60,78300,13.98,Paid Off,0.0
482,626,4305,2022-08-01,48,34800,9.98,Active,7620.18
483,628,4095,2022-02-21,48,15600,7.9,Active,1125.48
484,629,2344,2018-10-20,12,2700,10.41,Paid Off,0.0
485,630,385,2021-05-18,12,2800,11.04,Paid Off,0.0
486,631,1191,2022-11-08,48,16400,15.35,Active,5079.86
487,633,163,2020-03-11,48,8100,18.78,Paid Off,0.0
488,634,3634,2018-12-29,60,38200,20.77,Defaulted,20059.43
489,637,2213,2023-02-27,24,3200,9.18,Paid Off,0.0
490,638,2713,2018-05-14,36,7500,8.91,Defaulted,3369.18
491,641,2442,2022-03-31,60,72500,21.93,Active,27523.12
492,642,1232,2018-07-18,60,48400,13.54,Paid Off,0.0
493,643,1080,2019-02-14,48,10500,10.93,Paid Off,0.0
494,644,4613,2021-05-07,48,22800,12.44,Paid Off,0.0
495,645,66,2020-12-24,48,33700,21.97,Defaulted,17638.88
496,646,1199,2022-08-29,24,15000,11.44,Paid Off,0.0
497,647,1130,2017-12-21,60,47300,7.8,Paid Off,0.0
498,648,1552,2021-11-11,24,3400,14.92,Paid Off,0.0
499,649,3270,2022-10-21,48,17900,10.68,Active,4798.42
500,650,797,2023-03-09,24,9100,7.74,Paid Off,0.0
501,651,1217,2018-08-27,24,17200,19.21,Paid Off,0.0
502,652,1510,2022-01-21,24,5200,9.61,Paid Off,0.0
503,653,1688,2018-09-04,36,5500,13.06,Paid Off,0.0
504,655,4122,2018-08-16,60,39600,10.79,Paid Off,0.0
505,656,2147,2020-09-01,36,8200,9.27,Paid Off,0.0
506,657,3805,2021-04-01,24,4600,7.11,Paid Off,0.0
507,658,956,2023-03-31,48,9900,14.38,Active,3944.98
508,660,3184,2019-04-08,48,15900,12.26,Paid Off,0.0
509,662,3083,2020-08-26,36,10700,17.09,Paid Off,0.0
510,663,1953,2020-03-19,24,24800,20.54,Paid Off,0.0
511,664,386,2020-05-05,48,38600,9.87,Defaulted,17942.06
512,666,3402,2022-02-05,24,23500,11.81,Paid Off,0.0
513,668,618,2019-06-10,60,40600,17.52,Defaulted,20534.31
514,669,2087,2021-02-05,12,4200,19.26,Paid Off,0.0
515,670,4296,2020-02-26,60,97800,7.88,Paid Off,0.0
516,671,3055,2020-08-20,36,22700,8.64,Paid Off,0.0
517,672,4761,2018-06-06,36,9700,20.26,Paid Off,0.0
518,673,2660,2021-08-05,48,11300,10.82,Defaulted,5304.85
519,676,4769,2023-05-02,24,1700,9.08,Paid Off,0.0
520,677,4129,2023-01-22,48,30000,20.17,Active,11337.96
521,679,2859,2020-09-16,24,20400,15.65,Paid Off,0.0
522,680,4006,2020-06-06,48,30900,10.71,Defaulted,14489.6
523,681,2981,2018-09-03,24,2000,13.75,Paid Off,0.0
524,682,998,2019-09-17,48,11600,20.39,Paid Off,0.0
525,684,4544,2019-09-19,60,61200,10.66,Paid Off,0.0
526,685,174,2022-04-23,48,6900,18.96,Active,983.71
527,686,3492,2018-12-09,36,14500,8.42,Paid Off,0.0
528,687,179,2021-07-12,60,34600,7.8,Active,5426.13
529,688,642,2021-09-26,12,3700,16.74,Paid Off,0.0
530,689,1161,2023-05-13,36,8600,15.98,Active,1731.98
531,690,2467,2022-09-11,24,8000,7.75,Paid Off,0.0
532,693,2218,2021-08-22,24,4200,17.89,Paid Off,0.0
533,694,622,2021-07-20,36,6300,12.86,Defaulted,2921.05
534,695,823,2019-09-04,24,2800,8.34,Paid Off,0.0
535,696,1843,2020-08-04,48,12300,10.73,Paid Off,0.0
536,698,3944,2020-04-25,48,23100,12.02,Paid Off,0.0
537,699,4834,2022-01-24,48,8500,16.17,Active,473.67
538,700,1728,2018-12-07,36,5800,16.98,Paid Off,0.0
539,701,4779,2022-01-12,60,27700,11.88,Active,7996.49
540,702,1172,2021-12-12,24,16600,17.04,Paid Off,0.0
541,704,97,2022-04-15,48,6400,10.13,Active,793.4
542,706,1381,2022-09-17,48,25700,14.54,Active,6642.08
543,707,3951,2019-10-03,36,5200,10.78,Paid Off,0.0
544,708,1143,2018-11-07,48,28100,10.31,Paid Off,0.0
545,709,3947,2023-08-16,36,7500,13.08,Active,2157.65
546,711,807,2019-01-08,48,20600,20.14,Paid Off,0.0
547,712,2705,2020-05-07,48,11800,16.65,Paid Off,0.0
548,715,513,2022-07-24,24,2400,13.32,Paid Off,0.0
549,716,1980,2022-10-26,60,46600,9.69,Active,20558.6
550,718,2500,2020-03-28,48,29200,14.02,Paid Off,0.0
551,720,3686,2023-06-22,24,4200,14.66,Paid Off,0.0
552,721,354,2018-02-18,24,11500,9.47,Paid Off,0.0
553,722,1717,2023-04-04,24,4300,11.87,Paid Off,0.0
554,723,1269,2021-01-23,12,4900,14.82,Paid Off,0.0
555,724,934,2020-05-05,48,7700,8.33,Paid Off,0.0
556,725,1716,2021-01-12,24,22300,15.87,Paid Off,0.0
557,726,1878,2022-04-03,36,10800,9.49,Paid Off,0.0
558,728,1456,2021-07-20,24,6100,8.24,Paid Off,0.0
559,731,431,2018-01-04,12,1300,13.92,Paid Off,0.0
560,732,4660,2020-11-06,24,9100,12.29,Paid Off,0.0
561,733,1870,2023-05-05,36,6100,11.39,Active,1165.97
562,735,635,2019-07-01,24,21200,14.78,Paid Off,0.0
563,736,1698,2023-04-12,48,26100,18.03,Active,11433.17
564,737,2515,2021-06-06,48,42600,8.61,Paid Off,0.0
565,738,2317,2020-05-13,48,48300,20.7,Paid Off,0.0
566,740,1160,2022-11-13,24,21600,7.69,Defaulted,9403.96
567,742,1917,2020-10-11,24,23100,9.73,Paid Off,0.0
568,743,3328,2020-06-28,36,17600,11.29,Paid Off,0.0
569,744,1108,2021-03-28,36,9900,12.61,Paid Off,0.0
570,745,3380,2018-04-08,36,7800,8.95,Paid Off,0.0
571,746,4275,2023-06-13,60,29800,12.92,Active,17758.73
572,747,1994,2021-07-31,12,3600,7.66,Defaulted,1533.47
573,748,2773,2020-09-10,48,16400,18.05,Paid Off,0.0
574,750,4184,2019-02-27,24,2900,7.93,Paid Off,0.0
575,751,4165,2021-11-30,60,29100,13.63,Active,7493.74
576,752,1449,2021-05-13,24,8000,18.0,Paid Off,0.0
577,753,399,2020-12-16,48,12600,12.26,Paid Off,0.0
578,754,4237,2018-11-13,24,21200,15.37,Paid Off,0.0
579,755,867,2019-05-03,60,30300,20.0,Paid Off,0.0
580,756,1083,2018-09-20,24,8000,9.49,Paid Off,0.0
581,757,4542,2018-09-22,24,5600,10.1,Paid Off,0.0
582,759,750,2018-09-05,48,39900,8.63,Paid Off,0.0
583,760,2772,2021-10-17,24,9400,9.49,Paid Off,0.0
584,761,4505,2022-04-04,24,1000,8.67,Paid Off,0.0
585,762,2104,2020-06-16,12,4700,16.67,Paid Off,0.0
586,764,4562,2023-04-20,48,15500,9.28,Active,6155.1
587,765,2805,2023-12-25,60,28200,8.19,Active,18724.33
588,767,4896,2020-06-21,24,5200,9.86,Paid Off,0.0
589,768,3189,2018-10-27,24,21500,10.21,Paid Off,0.0
590,769,4222,2021-09-05,24,1300,17.04,Paid Off,0.0
591,770,540,2021-12-30,36,7000,10.14,Paid Off,0.0
592,771,4058,2020-02-21,36,10000,8.02,Defaulted,4459.69
593,772,4073,2018-01-18,48,65600,11.44,Paid Off,0.0
594,773,4840,2022-09-25,36,22100,9.31,Paid Off,0.0
595,774,4462,2022-05-11,48,19600,18.42,Active,3300.78
596,775,3814,2018-07-31,36,17600,16.92,Paid Off,0.0
597,776,1911,2023-01-17,36,5000,18.15,Active,354.22
598,777,3710,2023-06-19,48,28100,8.58,Active,12282.91
599,778,1715,2018-07-24,60,45100,9.83,Paid Off,0.0
600,779,141,2022-10-03,24,7900,7.41,Paid Off,0.0
601,781,2156,2019-03-17,36,15600,14.0,Defaulted,7297.99
602,783,147,2020-02-12,24,1300,9.24,Paid Off,0.0
603,784,590,2018-02-22,24,21700,13.46,Defaulted,9751.85
604,785,940,2019-07-16,48,46800,7.81,Paid Off,0.0
605,787,3905,2022-12-08,24,14300,9.78,Paid Off,0.0
606,788,2376,2023-11-15,24,12800,9.35,Paid Off,0.0
607,790,2011,2020-02-15,48,9800,18.24,Defaulted,4953.78
608,791,4823,2021-05-21,60,88900,20.68,Active,13508.05
609,792,4287,2020-05-12,48,23500,10.24,Defaulted,10965.71
610,795,3468,2019-12-03,24,3500,7.66,Paid Off,0.0
611,796,2945,2021-08-25,36,12900,15.92,Paid Off,0.0
612,797,4041,2020-11-27,24,23100,9.22,Paid Off,0.0
613,799,2512,2023-05-21,24,11100,21.07,Paid Off,0.0
614,800,3002,2018-02-06,24,23500,15.56,Paid Off,0.0
615,801,2867,2021-01-28,24,5000,7.15,Paid Off,0.0
616,802,4591,2018-12-16,48,9500,11.39,Paid Off,0.0
617,804,3807,2023-05-29,12,2200,10.19,Paid Off,0.0
618,807,1800,2022-12-07,48,22600,9.97,Active,7031.58
619,808,400,2021-07-24,48,7200,13.31,Paid Off,0.0
620,809,2140,2020-06-29,24,1900,7.27,Paid Off,0.0
621,810,917,2023-03-21,36,11600,10.55,Active,1476.61
622,811,4004,2018-04-14,60,32300,10.4,Defaulted,14950.52
623,812,204,2020-06-04,12,3300,10.5,Defaulted,1417.04
624,813,51,2020-07-15,60,25000,20.38,Defaulted,13070.14
625,814,572,2019-09-22,24,15400,14.63,Paid Off,0.0
626,815,430,2019-11-08,12,1600,21.21,Paid Off,0.0
627,816,122,2020-06-25,48,42600,8.74,Paid Off,0.0
628,817,1670,2019-12-29,48,31400,8.76,Defaulted,14425.19
629,818,3404,2023-07-26,36,9500,8.71,Active,2329.8
630,819,4900,2022-01-17,36,13000,11.23,Paid Off,0.0
631,820,1941,2019-02-24,48,91600,12.02,Paid Off,0.0
632,821,3551,2019-02-14,60,81100,12.79,Paid Off,0.0
633,822,2272,2022-01-13,48,77200,12.18,Active,4018.32
634,823,3193,2023-05-28,24,10200,11.95,Paid Off,0.0
635,824,4884,2022-07-29,36,20600,13.7,Paid Off,0.0
636,825,2798,2023-11-12,24,2500,7.97,Paid Off,0.0
637,826,1734,2019-10-19,72,160500,15.3,Defaulted,82475.43
638,827,4418,2022-12-19,24,1100,8.53,Paid Off,0.0
639,829,2495,2020-02-16,12,4100,15.19,Paid Off,0.0
640,831,4092,2022-12-18,48,15200,17.58,Active,5211.27
641,832,2290,2021-07-11,36,15100,7.75,Paid Off,0.0
642,833,4911,2023-04-05,36,20300,12.15,Active,3278.28
643,834,1089,2020-11-17,48,37600,15.33,Paid Off,0.0
644,835,1366,2023-01-11,24,6400,9.95,Paid Off,0.0
645,836,3657,2022-02-14,48,5200,8.32,Active,377.94
646,839,3102,2018-07-12,36,7700,15.68,Paid Off,0.0
647,840,2409,2023-12-05,60,29100,9.23,Active,19491.59
648,842,262,2019-01-25,36,9900,8.58,Paid Off,0.0
649,843,1737,2022-04-27,24,1000,16.25,Paid Off,0.0
650,844,2735,2019-11-30,48,19800,12.02,Defaulted,9411.06
651,846,4080,2019-01-08,36,12400,14.83,Paid Off,0.0
652,847,3301,2021-05-22,48,11700,9.07,Paid Off,0.0
653,848,3389,2022-12-01,48,15100,12.9,Active,4881.33
654,849,2335,2019-04-13,36,16900,11.48,Paid Off,0.0
655,850,1489,2021-06-08,48,8300,8.7,Paid Off,0.0
656,852,2982,2020-12-10,60,33000,9.3,Active,684.54
657,854,4736,2021-10-22,24,13900,19.72,Paid Off,0.0
658,855,1014,2021-05-25,60,36900,21.73,Active,5713.37
659,859,4475,2019-01-01,12,4800,15.66,Paid Off,0.0
660,860,3972,2019-04-20,48,10200,18.91,Paid Off,0.0
661,861,538,2018-01-06,24,19400,20.71,Paid Off,0.0
662,862,3640,2021-02-15,24,19100,18.77,Paid Off,0.0
663,863,1864,2021-08-30,48,37300,14.07,Paid Off,0.0
664,864,2602,2021-11-26,24,2700,16.28,Paid Off,0.0
665,865,1387,2023-09-14,48,9500,8.65,Active,4761.67
666,866,3339,2018-12-07,24,17200,15.04,Paid Off,0.0
667,867,3219,2021-01-27,24,9400,18.31,Paid Off,0.0
668,868,3521,2020-04-16,48,23600,18.1,Paid Off,0.0
669,870,2770,2021-01-20,60,34900,15.04,Active,1631.27
670,871,636,2020-12-02,60,25700,9.68,Active,537.67
671,872,3643,2020-01-18,12,4100,8.51,Paid Off,0.0
672,874,1281,2021-08-18,36,7500,11.43,Defaulted,3438.27
673,876,3701,2021-05-12,60,49400,14.98,Active,6750.25
674,877,4471,2020-04-12,24,16600,8.36,Paid Off,0.0
675,879,2953,2020-05-19,48,34100,9.55,Defaulted,15797.1
676,880,252,2019-12-22,36,5300,14.65,Paid Off,0.0
677,881,286,2018-12-13,48,62000,10.24,Defaulted,28930.8
678,883,3823,2020-10-05,24,1000,14.06,Paid Off,0.0
679,884,4137,2022-01-16,48,12700,9.57,Active,631.41
680,885,2433,2020-01-07,48,12300,9.24,Paid Off,0.0
681,886,524,2022-08-05,12,1400,18.66,Paid Off,0.0
682,887,2995,2020-05-13,48,37000,12.01,Paid Off,0.0
683,890,3434,2022-12-24,48,29700,14.33,Active,9778.02
684,891,1533,2021-06-19,48,35400,19.17,Paid Off,0.0
685,892,1947,2019-09-23,24,2600,11.55,Paid Off,0.0
686,893,132,2022-01-18,12,2900,7.77,Defaulted,1235.68
687,894,355,2019-05-12,48,41500,16.77,Paid Off,0.0
688,895,2950,2022-12-14,24,4400,7.8,Paid Off,0.0
689,897,2988,2023-01-17,48,36400,11.96,Active,12458.44
690,898,842,2020-01-28,24,12600,18.73,Defaulted,5823.44
691,899,2322,2018-06-20,48,17300,8.54,Paid Off,0.0
692,901,1768,2019-01-05,12,4600,21.22,Paid Off,0.0
693,903,796,2020-06-10,60,46900,14.11,Paid Off,0.0
694,904,4710,2018-01-08,48,49400,20.77,Paid Off,0.0
695,905,4942,2018-05-12,12,1200,8.26,Defaulted,512.03
696,908,2702,2023-04-09,12,2900,7.46,Defaulted,1234.59
697,909,4062,2019-11-12,24,1800,16.74,Paid Off,0.0
698,910,3830,2021-05-30,60,46600,20.76,Active,7090.93
699,912,3279,2023-08-08,48,46000,12.43,Active,22939.44
700,914,1847,2019-02-25,48,20800,16.59,Paid Off,0.0
701,915,2351,2023-03-31,36,5100,11.89,Active,660.07
702,917,1973,2021-03-07,48,28600,8.92,Paid Off,0.0
703,919,2483,2019-12-26,24,4600,11.33,Paid Off,0.0
704,920,4202,2022-09-07,48,12400,9.57,Active,2986.84
705,921,2580,2021-06-16,48,5900,8.5,Paid Off,0.0
706,922,3763,2021-08-19,24,6200,8.19,Defaulted,2706.82
707,924,4570,2019-09-29,48,31300,8.15,Paid Off,0.0
708,925,957,2023-04-07,48,9000,21.54,Active,4090.23
709,926,1005,2022-06-17,48,45400,8.93,Active,7667.97
710,927,3430,2023-09-27,36,23500,18.68,Active,7885.43
711,928,3410,2023-11-29,12,3600,10.65,Paid Off,0.0
712,929,4229,2019-03-26,48,36800,17.03,Paid Off,0.0
713,930,3518,2018-06-13,60,25200,9.67,Paid Off,0.0
714,932,1096,2019-08-09,24,20300,9.29,Paid Off,0.0
715,933,3684,2021-04-04,48,6900,14.21,Defaulted,3353.16
716,934,2139,2020-01-22,12,1200,12.78,Paid Off,0.0
717,936,4639,2018-08-03,12,1500,7.68,Paid Off,0.0
718,937,2806,2022-11-15,12,4400,8.64,Paid Off,0.0
719,938,964,2023-06-20,36,19800,12.04,Active,4426.72
720,939,2105,2019-10-12,48,86500,12.62,Paid Off,0.0
721,941,706,2019-11-08,36,11600,17.03,Paid Off,0.0
722,942,3475,2022-07-14,12,3400,7.03,Paid Off,0.0
723,944,3846,2021-08-17,24,4300,10.11,Paid Off,0.0
724,945,1018,2020-09-08,12,2100,14.53,Paid Off,0.0
725,946,2038,2021-12-02,48,39500,12.04,Active,1030.62
726,947,552,2018-02-09,60,56200,10.52,Paid Off,0.0
727,948,2777,2019-06-28,48,13300,8.63,Paid Off,0.0
728,949,4663,2022-06-15,24,6900,11.19,Paid Off,0.0
729,950,3976,2020-05-15,48,91400,9.52,Paid Off,0.0
730,951,4454,2020-05-15,48,25400,8.14,Paid Off,0.0
731,952,3195,2018-04-03,60,46200,18.03,Paid Off,0.0
732,953,1600,2021-06-26,48,8700,12.1,Paid Off,0.0
733,954,4974,2021-02-01,48,12400,9.84,Paid Off,0.0
734,955,4810,2021-06-18,24,4500,11.82,Paid Off,0.0
735,956,525,2020-06-24,12,2600,11.55,Defaulted,1119.76
736,957,1297,2023-11-14,24,2500,21.14,Paid Off,0.0
737,958,4101,2019-06-01,60,27300,16.74,Defaulted,13680.05
738,959,2579,2022-06-12,48,15300,15.76,Active,2869.39
739,960,2394,2022-09-30,12,1400,8.94,Paid Off,0.0
740,961,3026,2022-01-08,48,7300,13.19,Late,386.67
741,963,88,2021-03-31,60,32700,9.07,Active,2669.02
742,965,4975,2023-12-08,24,4700,12.0,Active,219.05
743,966,4433,2021-04-22,24,3700,8.16,Paid Off,0.0
744,968,1958,2020-09-17,12,4300,16.57,Paid Off,0.0
745,969,4670,2023-04-16,12,2600,15.86,Paid Off,0.0
746,970,2866,2018-02-12,24,6300,20.87,Paid Off,0.0
747,973,3630,2021-07-11,48,46200,12.32,Paid Off,0.0
748,976,2930,2018-12-28,12,3800,8.67,Paid Off,0.0
749,977,442,2022-07-18,60,33900,14.66,Active,14127.06
750,979,96,2020-11-06,24,17900,11.84,Paid Off,0.0
751,980,2498,2022-09-06,60,27000,20.97,Active,13238.34
752,981,3641,2018-12-31,48,11100,11.21,Paid Off,0.0
753,982,2229,2019-11-30,48,5200,19.54,Paid Off,0.0
754,983,295,2023-09-24,24,9700,8.26,Paid Off,0.0
755,985,3962,2020-04-04,48,9100,8.94,Paid Off,0.0
756,986,1813,2020-10-01,60,38100,9.8,Paid Off,0.0
757,988,2926,2019-02-07,48,9800,9.96,Paid Off,0.0
758,990,1561,2019-04-17,24,1100,14.51,Paid Off,0.0
759,991,103,2019-10-02,48,41800,9.7,Defaulted,19394.8
760,992,4232,2020-12-29,36,5900,11.79,Paid Off,0.0
761,993,667,2020-09-12,48,93400,21.72,Defaulted,48774.71
762,994,1494,2023-12-27,48,25000,15.81,Active,14956.38
763,996,321,2023-06-17,48,41100,11.25,Active,18495.26
764,998,1693,2019-07-22,24,9000,7.46,Paid Off,0.0
765,999,1290,2022-09-03,48,18100,20.49,Active,5067.3
766,1000,3561,2022-09-13,24,17400,12.94,Paid Off,0.0
767,1001,3069,2020-11-04,24,6900,17.12,Defaulted,3162.11
768,1002,2488,2019-10-28,36,16800,8.57,Paid Off,0.0
769,1004,1346,2018-10-31,36,20500,10.36,Paid Off,0.0
770,1005,3366,2023-07-22,48,5400,20.47,Active,2787.6
771,1006,4252,2022-02-20,60,43500,20.54,Active,15305.2
772,1007,278,2021-06-01,24,15300,8.68,Paid Off,0.0
773,1008,2840,2022-08-10,48,27300,10.56,Active,6029.48
774,1010,693,2023-11-02,36,19300,18.46,Active,7641.02
775,1012,2717,2019-11-18,24,20300,9.17,Paid Off,0.0
776,1013,1120,2019-12-21,12,4900,13.37,Paid Off,0.0
777,1014,1325,2023-06-26,12,2900,9.6,Defaulted,1242.12
778,1015,567,2019-04-09,12,1800,20.39,Paid Off,0.0
779,1016,627,2019-10-18,48,41500,10.61,Defaulted,19439.89
780,1017,2888,2023-02-03,24,5700,10.46,Paid Off,0.0
781,1018,1227,2023-09-01,36,9800,8.58,Active,2978.86
782,1019,925,2020-04-08,12,2700,10.33,Paid Off,0.0
783,1020,381,2018-08-09,36,6600,7.5,Defaulted,2930.84
784,1021,3215,2018-09-23,48,22600,12.28,Paid Off,0.0
785,1022,1121,2022-07-07,48,12400,15.71,Active,2638.83
786,1023,2880,2022-06-16,48,9700,12.59,Active,1734.26
787,1024,1922,2020-12-02,24,24300,10.28,Defaulted,10732.5
788,1025,1930,2020-09-29,60,80900,12.41,Paid Off,0.0
789,1027,743,2020-01-22,24,3600,10.49,Paid Off,0.0
790,1028,3560,2019-05-29,12,1400,8.0,Paid Off,0.0
791,1029,1249,2020-10-04,24,4100,14.88,Paid Off,0.0
792,1030,1332,2023-05-08,36,5900,9.67,Active,1105.4
793,1031,612,2018-01-15,60,29300,16.86,Paid Off,0.0
794,1032,4821,2020-06-25,24,24600,10.01,Paid Off,0.0
795,1033,4242,2022-01-25,12,1500,13.09,Paid Off,0.0
796,1035,346,2021-04-28,48,5800,21.57,Paid Off,0.0
797,1036,3822,2020-07-18,48,30600,9.86,Paid Off,0.0
798,1037,1298,2019-05-20,24,4000,10.74,Paid Off,0.0
799,1040,1258,2023-01-23,36,18000,12.43,Active,1184.68
800,1042,1109,2019-07-05,48,11000,17.06,Paid Off,0.0
801,1043,1035,2022-02-25,48,17200,11.91,Active,1330.06
802,1044,2844,2022-08-27,48,46500,18.59,Active,11512.8
803,1045,4460,2019-11-04,48,16700,17.52,Paid Off,0.0
804,1046,129,2021-07-10,12,4100,18.47,Paid Off,0.0
805,1047,328,2022-04-15,60,90100,12.42,Active,31393.26
806,1048,3377,2022-12-24,48,9800,16.31,Active,3307.63
807,1049,3529,2023-03-10,24,24800,9.82,Paid Off,0.0
808,1051,1378,2021-10-03,48,7400,10.72,Paid Off,0.0
809,1053,1580,2020-08-10,24,10200,9.04,Paid Off,0.0
810,1054,3688,2018-07-20,36,17700,12.54,Defaulted,8186.08
811,1056,2174,2021-10-15,24,8400,17.15,Defaulted,3850.13
812,1057,626,2023-09-25,48,7500,15.0,Active,3993.13
813,1058,91,2019-09-11,12,3000,17.79,Paid Off,0.0
814,1059,3347,2020-05-16,36,23000,12.69,Paid Off,0.0
815,1060,1170,2018-03-26,12,1500,16.01,Paid Off,0.0
816,1061,4315,2019-01-01,24,5700,13.21,Paid Off,0.0
817,1063,2626,2023-06-24,36,9400,18.2,Active,2247.06
818,1064,1015,2018-03-28,60,33600,12.93,Defaulted,16066.44
819,1065,1829,2022-05-23,36,24600,13.86,Paid Off,0.0
820,1068,2261,2022-12-31,24,3200,8.19,Paid Off,0.0
821,1069,2584,2023-06-17,48,29900,12.05,Active,13570.66
822,1070,1825,2021-10-24,48,20100,11.69,Paid Off,0.0
823,1072,1317,2022-01-25,24,7700,11.66,Paid Off,0.0
824,1073,1700,2019-06-14,12,2700,18.77,Paid Off,0.0
825,1075,1137,2022-05-27,60,45200,21.54,Active,18877.42
826,1076,1558,2020-04-02,24,11000,10.22,Paid Off,0.0
827,1077,3114,2018-06-25,48,15100,18.77,Paid Off,0.0
828,1078,4468,2023-08-26,24,3900,8.89,Paid Off,0.0
829,1079,2590,2020-04-04,48,31500,19.24,Paid Off,0.0
830,1080,2256,2018-06-20,48,7600,12.54,Paid Off,0.0
831,1081,4091,2018-07-14,48,52500,8.35,Paid Off,0.0
832,1083,3331,2018-12-10,48,23700,15.97,Paid Off,0.0
833,1084,331,2019-08-01,36,18000,18.09,Paid Off,0.0
834,1086,450,2019-08-13,24,9100,8.23,Paid Off,0.0
835,1087,267,2023-11-13,24,1200,10.8,Paid Off,0.0
836,1088,754,2020-09-22,24,4600,7.95,Paid Off,0.0
837,1089,3170,2020-12-24,36,17600,19.73,Paid Off,0.0
838,1090,2341,2019-12-24,24,2100,7.67,Paid Off,0.0
839,1091,2474,2018-12-21,48,34400,13.54,Paid Off,0.0
840,1092,4097,2020-08-13,48,9800,10.32,Paid Off,0.0
841,1093,700,2022-11-25,60,72100,16.7,Active,36112.06
842,1097,3035,2018-04-02,36,23700,13.08,Paid Off,0.0
843,1098,2340,2023-10-20,48,16700,8.89,Active,8740.27
844,1099,3505,2018-09-10,60,25300,10.33,Paid Off,0.0
845,1100,3894,2023-08-04,36,13900,11.54,Active,3936.01
846,1103,3248,2017-12-31,24,2900,9.54,Paid Off,0.0
847,1104,3447,2022-06-22,60,45500,9.56,Active,16810.37
848,1105,4108,2021-04-13,60,33900,11.97,Active,3657.68
849,1106,3138,2023-03-15,36,21700,13.45,Active,2862.82
850,1107,2813,2020-04-14,48,21900,11.48,Paid Off,0.0
851,1108,2205,2019-03-18,36,15800,14.51,Paid Off,0.0
852,1109,4744,2019-05-05,60,39600,11.33,Defaulted,18552.38
853,1110,178,2023-01-26,24,24100,11.38,Paid Off,0.0
854,1111,2574,2019-09-21,60,45700,8.89,Paid Off,0.0
855,1112,1638,2018-05-11,36,9900,21.24,Paid Off,0.0
856,1115,3369,2019-04-25,36,16500,8.2,Paid Off,0.0
